"Date","Year","Month","cnt","strand_anom","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","ENSO_cat","CBA_North","CBA_South","type"
"1999-03-01",1999,3,3,-3.95833333333333,-1.019,1.9742975,-0.33,NA,9.358,4.2659,-200.788,"La Nina",-0.5373222,-0.03720207,"Pinniped"
"1999-05-01",1999,5,27,13,-0.66,1.6045933,-0.68,NA,NA,345.1626,39.083,"La Nina",0.33092934,-0.23809336,"Pinniped"
"1999-11-01",1999,11,5,-2.28,-1.05,1.3205504,-2.05,12.62,11.105,-138.3826,-189.236,"La Nina",0.30914223,-0.15446927,"Pinniped"
"1999-10-01",1999,10,3,-8,-0.973,1.1788208,-2.23,11.982,10.727,64.995,-76.3936,"La Nina",-0.075414814,-0.5485003,"Pinniped"
"1999-09-01",1999,9,1,-7.96,-0.953,1.3049656,-1.53,NA,NA,161.9507,55.52,"La Nina",0.5699431,-0.185748,"Pinniped"
"2000-04-01",2000,4,4,-2.92592592592593,-0.479,2.3652706,0.35,11.082,10.603,32.6887,-6.3377,"La Nina",-0.21857624,-0.31640437,"Pinniped"
"2000-08-01",2000,8,5,-3.30769230769231,-0.145,1.3516272,-1.19,10.842,12.725,268.4336,51.8644,"La Nina",0.7472508,-0.13653222,"Pinniped"
"2000-02-01",2000,2,5,0.761904761904762,-1.207,2.123531,-0.83,11.356,9.953,-139.8682,-125.2014,"La Nina",-0.8508392,-0.33052608,"Pinniped"
"2000-01-01",2000,1,5,0.5,-1.139,1.4045384,-2,10.714,9.65,-56.5364,-148.5527,"La Nina",-0.37079966,-0.27302754,"Pinniped"
"2000-07-01",2000,7,3,-3.92307692307692,-0.184,1.655785,-0.66,11.158,12.752,232.0018,43.1225,"La Nina",0.30599985,-0.13856898,"Pinniped"
"2000-06-01",2000,6,4,-5.69230769230769,-0.053,2.1020663,-0.44,11.615,12.192,202.8332,51.5571,"La Nina",0.20340729,-0.21489106,"Pinniped"
"2000-03-01",2000,3,8,1.04166666666667,-1.112,2.1492677,0.29,10.299,9.883,156.329,-51.4247,"La Nina",0.121922225,-0.36338356,"Pinniped"
"2000-05-01",2000,5,7,-7,0.169,2.220292,-0.05,11.07,12.315,176.3539,4.0163,"El Nino",-0.28476733,-0.22798447,"Pinniped"
"2000-11-01",2000,11,2,-5.28,-0.714,2.0145948,-0.53,11.828,10.749,37.7896,-75.0561,"La Nina",0.28724223,0.02211963,"Pinniped"
"2000-10-01",2000,10,2,-9,-0.387,1.6981881,-1.3,12.176,11.505,91.3889,-58.2156,"La Nina",0.07878519,-0.23060031,"Pinniped"
"2000-09-01",2000,9,5,-3.96,-0.227,1.3801795,-1.24,13.025,12.787,117.6193,16.4489,"La Nina",0.40469307,-0.26738134,"Pinniped"
"2001-04-01",2001,4,2,-4.92592592592593,-0.091,2.2039413,-0.31,9.921,9.908,131.0277,-15.8013,"La Nina",0.13269043,-0.30710992,"Pinniped"
"2001-08-01",2001,8,4,-4.30769230769231,0.338,1.9150242,-0.77,12.296,13.69,208.1692,24.2675,"El Nino",0.07117025,-0.23129795,"Pinniped"
"2001-12-01",2001,12,2,-2,0.019,2.019483,-0.93,11.653,NA,-42.8813,-232.969,"El Nino",-0.257933,0.05026134,"Pinniped"
"2001-01-01",2001,1,2,-2.5,-0.505,2.8619328,0.6,11.205,9.969,-47.0401,-114.3928,"La Nina",-0.10896632,-0.1606331,"Pinniped"
"2001-07-01",2001,7,4,-2.92307692307692,0.27,1.5004872,-1.31,10.629,12.062,298.5313,89.3747,"El Nino",0.27887484,-0.13645972,"Pinniped"
"2001-06-01",2001,6,6,-3.69230769230769,0.006,2.349303,-0.47,10.529,13.499,336.9276,39.042,"El Nino",0.069282286,-0.18212162,"Pinniped"
"2001-03-01",2001,3,3,-3.95833333333333,-0.571,2.388775,0.45,10.546,9.552,145.5372,-21.1961,"La Nina",0.051433332,-0.29929096,"Pinniped"
"2001-05-01",2001,5,6,-8,0.233,1.9538953,-0.3,10.34,11.141,312.8924,48.9878,"El Nino",0.19147101,-0.2169017,"Pinniped"
"2001-11-01",2001,11,3,-4.28,-0.153,1.7645249,-1.26,11.887,11.22,-55.8818,-204.9565,"La Nina",0.3049375,0.08123287,"Pinniped"
"2001-10-01",2001,10,2,-9,-0.275,1.1619115,-1.37,11.805,11.601,116.9474,-1.7463,"La Nina",0.6583352,-0.08592253,"Pinniped"
"2001-09-01",2001,9,3,-5.96,-0.165,1.8929954,-1.37,13.074,12.417,115.4726,35.4522,"La Nina",0.5061597,-0.21224244,"Pinniped"
"2002-04-01",2002,4,3,-3.92592592592593,0.401,0.89742213,-0.32,10.423,9.737,159.5626,17.8424,"El Nino",0.44889185,-0.22024336,"Pinniped"
"2002-08-01",2002,8,3,-5.30769230769231,1.017,0.8118436,0.6,12.011,11.569,201.8541,54.0114,"El Nino",0.60787636,-0.2735591,"Pinniped"
"2002-12-01",2002,12,1,-3,1.145,2.636547,2.1,12.569,12.024,-280.4601,-275.8259,"El Nino",-0.41218853,0.055502083,"Pinniped"
"2002-01-01",2002,1,3,-1.5,0.009,1.8641573,0.27,NA,NA,-35.6473,-170.4299,"El Nino",0.18839411,-0.016918682,"Pinniped"
"2002-03-01",2002,3,1,-5.95833333333333,-0.137,1.8982763,-0.43,10.738,9.269,88.8709,-61.7842,"La Nina",0.821346,-0.3042377,"Pinniped"
"2002-05-01",2002,5,4,-10,0.851,1.102573,-0.63,10.649,11.301,263.7209,17.7108,"El Nino",0.09637395,-0.18820494,"Pinniped"
"2002-11-01",2002,11,1,-6.28,1.09,1.6592152,1.51,12.58,11.016,-38.9512,-140.6537,"El Nino",-0.35752916,0.015843982,"Pinniped"
"2002-10-01",2002,10,3,-8,1,0.8236371,0.42,12.161,10.526,139.1258,22.5313,"El Nino",0.21577555,0.15370852,"Pinniped"
"2003-04-01",2003,4,2,-4.92592592592593,0.365,1.1017216,1.18,11.366,10.828,-1.0366,-48.7164,"El Nino",0.32326266,0.05008997,"Pinniped"
"2003-08-01",2003,8,3,-5.30769230769231,0.316,0.78228796,0.88,13.356,13.115,156.1878,45.5069,"El Nino",-0.08090694,0.18307422,"Pinniped"
"2003-12-01",2003,12,3,-1,0.351,0.22437689,0.33,12.099,11.141,-112.8844,-224.4759,"El Nino",-0.45050588,0.3426517,"Pinniped"
"2003-01-01",2003,1,3,-1.5,1.218,1.9691832,2.09,12.473,11.114,-117.2062,-182.9613,"El Nino",0.26162747,0.6397739,"Pinniped"
"2003-07-01",2003,7,2,-4.92307692307692,0.144,1.2024409,0.96,10.35,13.854,283.0269,52.1439,"El Nino",-0.4374492,-0.06139888,"Pinniped"
"2003-06-01",2003,6,4,-5.69230769230769,0.097,0.77769154,0.68,10.304,13.314,346.5649,60.6662,"El Nino",-0.16092515,-0.048141204,"Pinniped"
"2003-03-01",2003,3,1,-5.95833333333333,0.831,1.4907115,1.51,11.657,10.547,-13.983,-146.866,"El Nino",-0.42117622,0.36280674,"Pinniped"
"2003-05-01",2003,5,4,-10,0.111,0.9192588,0.89,10.437,12.669,266.3612,26.8439,"El Nino",0.04577395,0.14440894,"Pinniped"
"2003-11-01",2003,11,2,-5.28,0.57,-0.11436786,0.52,11.894,11.731,-46.241,-84.0395,"El Nino",-0.371633,0.19317245,"Pinniped"
"2003-10-01",2003,10,2,-9,0.516,1.286991,0.83,12.176,13.157,55.2387,-87.169,"El Nino",-0.9306125,0.124510646,"Pinniped"
"2003-09-01",2003,9,2,-6.96,0.477,0.8692253,0.01,12.329,11.635,165.3744,41.3239,"El Nino",-0.14368148,-0.15331142,"Pinniped"
"2004-04-01",2004,4,3,-3.92592592592593,0.285,0.1252492,0.57,11.426,11.102,72.016,-14.7112,"El Nino",-0.105692714,0.104383014,"Pinniped"
"2004-08-01",2004,8,11,2.69230769230769,0.627,0.68538326,0.85,13.795,14.213,72.9484,16.437,"El Nino",-0.16909815,0.17580524,"Pinniped"
"2004-12-01",2004,12,8,4,0.667,-0.98521197,-0.17,12.197,10.429,3.9906,-81.3434,"El Nino",-0.7344059,0.30000725,"Pinniped"
"2004-02-01",2004,2,2,-2.23809523809524,0.356,0.6672296,0.48,11.51,10.21,-97.0808,-143.5233,"El Nino",0.5500238,0.2264373,"Pinniped"
"2004-01-01",2004,1,2,-2.5,0.327,0.26501486,0.43,11.756,10.46,-81.5002,-191.8991,"El Nino",0.28494444,0.3780609,"Pinniped"
"2004-07-01",2004,7,9,2.07692307692308,0.541,0.41156805,0.44,13.308,14.649,99.76,40.3652,"El Nino",-0.6377236,0.105474226,"Pinniped"
"2004-06-01",2004,6,13,3.30769230769231,0.267,0.7764751,0.04,10.602,14.947,188.2307,40.5031,"El Nino",-0.5586381,0.18603538,"Pinniped"
"2004-03-01",2004,3,3,-3.95833333333333,-0.056,0.38293236,0.61,11.062,10.456,109.6707,-36.6857,"La Nina",0.40298766,0.25475386,"Pinniped"
"2004-05-01",2004,5,7,-7,0.539,0.20735337,0.88,11.968,13.996,86.1121,11.2105,"El Nino",-0.009925154,0.24839768,"Pinniped"
"2004-11-01",2004,11,18,10.72,0.805,-0.44177726,-0.63,12.76,11.46,98.1905,-8.3825,"El Nino",-0.42514965,0.46554467,"Pinniped"
"2004-10-01",2004,10,15,4,0.508,0.042904183,-0.11,12.834,13.086,40.2352,-6.5593,"El Nino",-0.5091958,0.3868884,"Pinniped"
"2004-09-01",2004,9,17,8.04,0.572,0.3764023,0.75,12.487,15.12,129.2259,10.6987,"El Nino",-0.30495778,-0.031647038,"Pinniped"
"2005-04-01",2005,4,12,5.07407407407407,0.642,-1.6871969,1.03,11.944,11.521,87.9704,-29.8939,"El Nino",-1.1262094,0.60484225,"Pinniped"
"2005-08-01",2005,8,3,-5.30769230769231,0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,"El Nino",-0.06798148,0.13957746,"Pinniped"
"2005-12-01",2005,12,4,0,-0.57,-1.2539972,0.2,13.022,10.737,-141.1844,-164.0151,"La Nina",0.090627454,0.1648517,"Pinniped"
"2005-02-01",2005,2,2,-2.23809523809524,0.81,-1.4946921,0.81,12.423,NA,0.8504,3.2827,"El Nino",-1.1935263,0.64729565,"Pinniped"
"2005-01-01",2005,1,4,-0.5,0.32,-1.6591848,0.44,12.267,NA,-45.533,-94.5784,"El Nino",-0.8188556,0.6402609,"Pinniped"
"2005-07-01",2005,7,3,-3.92307692307692,0.49,-1.6647547,0.66,11.867,14.395,158.1158,60.9758,"El Nino",0.053709723,0.37820756,"Pinniped"
"2005-06-01",2005,6,7,-2.69230769230769,0.585,-1.2836361,1.17,10.989,15.404,197.1365,18.7469,"El Nino",-0.16482697,0.28880852,"Pinniped"
"2005-03-01",2005,3,1,-5.95833333333333,1.055,-1.4880452,1.36,12.886,NA,15.6622,-38.1893,"El Nino",-1.5345651,0.64685476,"Pinniped"
"2005-05-01",2005,5,12,-2,0.836,-0.7920546,1.86,12.929,13.508,74.5523,-15.9308,"El Nino",-0.19894183,0.5448699,"Pinniped"
"2005-11-01",2005,11,1,-6.28,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,"La Nina",-0.40659964,-0.076238655,"Pinniped"
"2005-10-01",2005,10,4,-7,-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,"La Nina",NA,NA,"Pinniped"
"2005-09-01",2005,9,1,-7.96,0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,"El Nino",0.4306089,0.1240863,"Pinniped"
"2006-04-01",2006,4,12,5.07407407407407,-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,"La Nina",0.17520729,0.045525607,"Pinniped"
"2006-08-01",2006,8,3,-5.30769230769231,0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,"El Nino",-0.23804815,0.6299997,"Pinniped"
"2006-12-01",2006,12,5,1,0.951,-0.15656681,0.14,12.105,11.151,-14.1327,-162.5179,"El Nino",-0.25149754,-0.15655942,"Pinniped"
"2006-02-01",2006,2,7,2.76190476190476,-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,"La Nina",-0.6223012,-0.011273817,"Pinniped"
"2006-01-01",2006,1,10,5.5,-0.438,-0.6497689,1.03,12.686,11.455,-18.2532,-175.2138,"La Nina",-0.39975557,-0.020957625,"Pinniped"
"2006-07-01",2006,7,8,1.07692307692308,0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,"El Nino",0.042693056,-0.10996466,"Pinniped"
"2006-06-01",2006,6,4,-5.69230769230769,0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,"El Nino",0.35582858,0.110138156,"Pinniped"
"2006-03-01",2006,3,7,0.041666666666667,-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,"La Nina",0.18079934,0.17680886,"Pinniped"
"2006-05-01",2006,5,17,3,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,"El Nino",-0.12497515,0.036378242,"Pinniped"
"2006-11-01",2006,11,8,0.72,1.286,-0.9956317,-0.22,13.124,11.509,15.5851,-163.2999,"El Nino",0.554267,-0.062927544,"Pinniped"
"2006-10-01",2006,10,13,2,0.955,-1.049328,-0.05,13.379,11.106,97.2565,29.4158,"El Nino",0.15897083,-0.001061574,"Pinniped"
"2006-09-01",2006,9,4,-4.96,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,"El Nino",-0.2617578,0.042597406,"Pinniped"
"2007-04-01",2007,4,12,5.07407407407407,0.015,0.26091993,0.16,10.126,10.51,132.0192,-2.7801,"El Nino",0.14115173,-0.12507625,"Pinniped"
"2007-08-01",2007,8,8,-0.307692307692308,-0.441,1.4398364,0.5,14.174,14.64,120.0857,29.5966,"La Nina",-0.13489814,-0.30661696,"Pinniped"
"2007-12-01",2007,12,5,1,-1.193,0.4564805,-0.58,10.493,NA,-21.7387,-163.8282,"La Nina",0.5528608,-0.47198164,"Pinniped"
"2007-02-01",2007,2,7,2.76190476190476,0.542,-0.13522555,0.04,11.012,9.561,29.024,-65.2927,"El Nino",0.11316821,-0.26205623,"Pinniped"
"2007-01-01",2007,1,2,-2.5,0.985,-0.41242257,0.01,10.82,9.697,90.2147,-13.8375,"El Nino",0.19754444,-0.316228,"Pinniped"
"2007-07-01",2007,7,7,0.0769230769230766,-0.288,1.229531,0.78,NA,16.177,148.4023,28.2431,"La Nina",-0.25669026,0.020113118,"Pinniped"
"2007-06-01",2007,6,15,5.30769230769231,-0.215,1.2335978,0.09,10.749,14.055,209.1233,14.1568,"La Nina",0.08292858,0.19364926,"Pinniped"
"2007-03-01",2007,3,6,-0.958333333333333,0.112,-0.54870766,-0.36,10.793,10.042,115.9049,-13.1684,"El Nino",0.31605434,-0.15427947,"Pinniped"
"2007-05-01",2007,5,20,6,0.247,0.69090426,-0.1,10.109,11.412,185.3527,48.9892,"El Nino",0.036174845,0.00027,"Pinniped"
"2007-11-01",2007,11,9,1.72,-1.165,0.72604054,-1.08,12.049,11.136,63.5586,-43.6681,"La Nina",0.13033368,-0.2444331,"Pinniped"
"2007-10-01",2007,10,9,-2,-1.217,1.2667713,-1.45,13.274,12.212,57.4057,-42.943,"La Nina",NA,NA,"Pinniped"
"2007-09-01",2007,9,9,0.0399999999999991,-1.181,0.90945256,-0.36,13.545,13.088,91.8116,20.4129,"La Nina",0.24054222,-0.49075815,"Pinniped"
"2008-04-01",2008,4,4,-2.92592592592593,-0.874,1.3968322,-1.52,9.3,9.331,130.2347,7.7472,"La Nina",0.30127394,-0.21489106,"Pinniped"
"2008-08-01",2008,8,7,-1.30769230769231,-0.266,2.1428204,-1.7,11.691,14.703,182.9806,16.3969,"La Nina",0.18053518,-0.05783364,"Pinniped"
"2008-12-01",2008,12,10,6,-0.663,0.45031145,-0.87,11.521,10.66,30.4274,-50.8548,"La Nina",-0.13198921,-0.43533164,"Pinniped"
"2008-02-01",2008,2,5,0.761904761904762,-1.355,1.1353092,-0.77,10.374,NA,16.4288,-31.9498,"La Nina",0.5663821,-0.28074604,"Pinniped"
"2008-01-01",2008,1,6,1.5,-1.02,0.5546165,-1,10.322,NA,-38.7029,-99.0036,"La Nina",0.66051114,-0.27467245,"Pinniped"
"2008-07-01",2008,7,4,-2.92307692307692,0.054,1.4274336,-1.67,11.601,11.409,167.3208,48.9607,"El Nino",0.36875138,-0.17820077,"Pinniped"
"2008-06-01",2008,6,12,2.30769230769231,0.133,1.280057,-1.34,9.242,12.283,288.121,42.7619,"El Nino",-0.07878253,-0.22064333,"Pinniped"
"2008-03-01",2008,3,1,-5.95833333333333,-1.583,1.3732235,-0.71,9.904,8.99,115.7752,-13.8064,"La Nina",0.28270155,-0.23809336,"Pinniped"
"2008-05-01",2008,5,17,3,-0.368,1.7382193,-1.37,9.65,11.526,273.5483,37.2803,"La Nina",0.22049707,-0.21075602,"Pinniped"
"2008-11-01",2008,11,5,-2.28,-0.597,1.9692951,-1.25,12.803,12.332,13.0659,-75.6299,"La Nina",0.3639837,-0.18100533,"Pinniped"
"2008-10-01",2008,10,7,-4,-0.692,1.767212,-1.76,11.854,12.943,113.2343,-16.1913,"La Nina",0.7900208,-0.29455045,"Pinniped"
"2008-09-01",2008,9,9,0.0399999999999991,-0.551,2.2279646,-1.55,12.943,12.001,105.7112,32.7004,"La Nina",0.11134222,0.16865297,"Pinniped"
"2009-04-01",2009,4,3,-3.92592592592593,-0.109,0.417697,-1.65,9.141,9.634,170.7162,30.4379,"La Nina",0.115707286,-0.1963855,"Pinniped"
"2009-08-01",2009,8,38,29.6923076923077,1.067,0.7180059,0.09,12.443,13.973,133.4058,24.0671,"El Nino",-0.07613148,-0.26520032,"Pinniped"
"2009-12-01",2009,12,12,8,1.045,1.0628943,0.08,11.455,10.341,-39.7486,-92.8179,"El Nino",0.040560786,0.2391739,"Pinniped"
"2009-02-01",2009,2,5,0.761904761904762,-0.677,0.9129716,-1.55,10.497,8.989,-68.779,-51.4027,"La Nina",0.62426823,-0.2968229,"Pinniped"
"2009-01-01",2009,1,5,0.5,-0.726,0.72193635,-1.4,10.93,9.327,52.4224,-35.1876,"La Nina",0.53301114,-0.38218355,"Pinniped"
"2009-07-01",2009,7,25,18.0769230769231,1.035,0.5609071,-0.53,11.086,11.874,146.651,43.2202,"El Nino",-0.28255695,-0.27190354,"Pinniped"
"2009-06-01",2009,6,29,19.3076923076923,0.819,0.36956972,-0.31,11.414,13.457,171.9553,37.1074,"El Nino",-0.3028714,-0.12686184,"Pinniped"
"2009-03-01",2009,3,12,5.04166666666667,-0.678,0.33323184,-1.59,10.323,9.344,109.9466,-22.6698,"La Nina",0.12855712,-0.17050077,"Pinniped"
"2009-05-01",2009,5,10,-4,0.361,0.5557519,-0.88,9.912,10.874,190.2336,3.2407,"El Nino",0.20320818,-0.1348801,"Pinniped"
"2009-11-01",2009,11,22,14.72,1.121,1.0544193,-0.4,11.965,12.078,35.0817,-149.704,"El Nino",-0.63008296,0.401528,"Pinniped"
"2009-10-01",2009,10,44,33,0.909,1.1531886,0.27,11.948,13.045,76.372,-50.4866,"El Nino",NA,NA,"Pinniped"
"2009-09-01",2009,9,61,52.04,0.735,0.98240435,0.52,13.363,14.913,103.9553,2.7943,"El Nino",0.19854222,-0.07724148,"Pinniped"
"2010-04-01",2010,4,5,-1.92592592592593,0.95,1.1778326,0.78,11.052,11.007,97.3965,-25.8335,"El Nino",0.25004897,0.09882283,"Pinniped"
"2010-08-01",2010,8,13,4.69230769230769,-1.683,1.0790061,-1.27,10.987,12.669,155.4346,30.9576,"La Nina",0.033368517,-0.20231143,"Pinniped"
"2010-12-01",2010,12,9,5,-1.577,0.77774197,-1.21,12.328,10.712,-108.4812,-185.8719,"La Nina",0.7288945,-0.24568911,"Pinniped"
"2010-02-01",2010,2,7,2.76190476190476,1.521,1.8371658,0.82,12.024,10.973,-81.4372,-107.134,"El Nino",-0.18078734,0.5433623,"Pinniped"
"2010-01-01",2010,1,12,7.5,1.067,2.0592918,0.83,12.108,10.844,-183.2976,-238.7955,"El Nino",-0.7942889,0.33103868,"Pinniped"
"2010-07-01",2010,7,26,19.0769230769231,-1.156,1.1454996,-1.05,10.933,12.513,195.8654,60.2981,"La Nina",0.44059306,0.13608535,"Pinniped"
"2010-06-01",2010,6,23,13.3076923076923,-0.325,1.2370723,-0.22,10.204,13.473,280.1967,15.0557,"La Nina",0.23257858,0.007229825,"Pinniped"
"2010-03-01",2010,3,8,1.04166666666667,1.427,1.6508274,0.44,11.732,10.841,33.3549,-53.8908,"El Nino",0.22326267,0.34303442,"Pinniped"
"2010-05-01",2010,5,26,12,0.643,1.8655623,0.62,10.131,11.98,127.5269,-11.505,"El Nino",0.2970304,0.04281065,"Pinniped"
"2010-11-01",2010,11,43,35.72,-1.49,0.9857247,-0.82,12.109,12.084,64.1102,-77.927,"La Nina",1.0019941,-0.38765943,"Pinniped"
"2010-10-01",2010,10,64,53,-1.899,1.6052753,-1.06,11.667,13.085,57.4747,-77.5496,"La Nina",0.5375337,0.03427801,"Pinniped"
"2010-09-01",2010,9,30,21.04,-1.868,1.0018266,-1.61,11.989,13.946,110.8307,-10.1919,"La Nina",0.13725416,-0.08677269,"Pinniped"
"2011-04-01",2011,4,2,-4.92592592592593,-1.392,0.59657425,-0.42,NA,NA,114.2945,-22.2926,"La Nina",-0.01779182,-0.18514676,"Pinniped"
"2011-08-01",2011,8,15,6.69230769230769,-0.519,1.036346,-1.74,11.647,12.512,197.724,33.9931,"La Nina",0.28054222,-0.12338037,"Pinniped"
"2011-12-01",2011,12,8,4,-0.957,0.13322508,-1.79,10.791,10.002,91.3103,-16.9226,"La Nina",0.024494445,0.10566089,"Pinniped"
"2011-02-01",2011,2,6,1.76190476190476,-1.53,0.5528947,-0.83,10.359,NA,54.7637,-51.1176,"La Nina",0.35397935,-0.192923,"Pinniped"
"2011-01-01",2011,1,4,-0.5,-1.739,0.32048702,-0.92,11.133,9.729,35.384,-55.1887,"La Nina",0.8516904,-0.056165483,"Pinniped"
"2011-07-01",2011,7,14,7.07692307692308,-0.228,1.035589,-1.86,13.857,14.796,220.3048,37.7367,"La Nina",-0.006414815,0.14641081,"Pinniped"
"2011-06-01",2011,6,26,16.3076923076923,-0.075,1.1145478,-0.69,NA,NA,249.7771,14.861,"La Nina",0.037526388,0.041118674,"Pinniped"
"2011-05-01",2011,5,14,0,-0.288,1.3941576,-0.37,NA,NA,131.2312,1.5001,"La Nina",0.5062419,-0.18072183,"Pinniped"
"2011-11-01",2011,11,9,1.72,-0.949,0.3753989,-2.33,12.074,12.011,-10.4267,-99.002,"La Nina",0.94529414,-0.09529831,"Pinniped"
"2011-10-01",2011,10,10,-1,-0.933,1.2035096,-1.34,13.231,14.467,72.4988,-24.1888,"La Nina",1.0478003,-0.035660878,"Pinniped"
"2011-09-01",2011,9,14,5.04,-0.769,1.3267304,-1.79,12.031,12.161,119.9296,-13.6628,"La Nina",0.9918708,-0.002300463,"Pinniped"
"2012-04-01",2012,4,6,-0.925925925925926,0.127,1.9255337,-0.27,10.913,10.011,55.0543,-42.6088,"El Nino",0.47127485,-0.18513009,"Pinniped"
"2012-08-01",2012,8,9,0.692307692307692,0.619,1.7306225,-1.93,11.317,12.966,238.5427,50.7874,"El Nino",-0.15775777,0.19903074,"Pinniped"
"2012-12-01",2012,12,2,-2,0.094,1.1995552,-0.48,12.559,11.345,-52.2983,-149.6142,"El Nino",0.7816778,-0.2253354,"Pinniped"
"2012-02-01",2012,2,2,-2.23809523809524,-0.665,0.8632343,-0.85,10.327,9.168,78.4905,-74.96,"La Nina",0.5321016,-0.19470818,"Pinniped"
"2012-01-01",2012,1,4,-0.5,-0.993,0.8347008,-1.38,10.922,9.178,-8.3258,-126.6921,"La Nina",0.3437349,-0.19311549,"Pinniped"
"2012-07-01",2012,7,12,5.07692307692308,1.098,1.8595943,-1.52,11.087,15.294,301.0382,48.4199,"El Nino",-0.34003147,0.29891637,"Pinniped"
"2012-06-01",2012,6,16,6.30769230769231,0.835,1.9376827,-0.87,10.589,14.278,294.7062,1.6712,"El Nino",-0.1890736,-0.16277577,"Pinniped"
"2012-03-01",2012,3,1,-5.95833333333333,-0.377,1.1173619,-1.05,9.882,8.743,-61.8093,-155.1543,"La Nina",0.47858506,-0.15929477,"Pinniped"
"2012-05-01",2012,5,14,0,0.747,1.6251221,-1.26,10.019,11.395,273.2722,25.7427,"El Nino",0.14490636,-0.19288406,"Pinniped"
"2012-11-01",2012,11,6,-1.28,0.125,1.399764,-0.59,14.626,12.167,-91.4321,-152.2584,"El Nino",0.7272691,0.07114891,"Pinniped"
"2012-10-01",2012,10,7,-4,0.081,1.8672749,-0.79,14.165,11.551,42.7518,-33.4579,"El Nino",0.20506701,-0.14080532,"Pinniped"
"2012-09-01",2012,9,7,-1.96,0.339,1.3578224,-2.21,12.135,12.384,165.7925,48.6698,"El Nino",0.1300375,0.20405509,"Pinniped"
"2013-04-01",2013,4,14,7.07407407407407,0.069,0.4776983,-0.16,10.01,10.195,279.8581,3.4779,"El Nino",0.28204152,-0.24445231,"Pinniped"
"2013-08-01",2013,8,4,-4.30769230769231,-0.48,0.5612425,-1.04,13.171,13.127,113.235,17.1726,"La Nina",-0.12512444,0.17445296,"Pinniped"
"2013-12-01",2013,12,1,-3,-0.248,-1.4499235,-0.41,11.288,9.538,104.3454,3.2036,"La Nina",0.3448111,-0.29551134,"Pinniped"
"2013-02-01",2013,2,11,6.76190476190476,-0.119,1.2051626,-0.43,9.844,9.311,144.5721,-36.7524,"La Nina",0.46209043,-0.17926374,"Pinniped"
"2013-01-01",2013,1,5,0.5,0.096,1.2291174,-0.13,10.82,9.898,59.4666,-20.9783,"El Nino",0.7475904,-0.30753216,"Pinniped"
"2013-07-01",2013,7,7,0.0769230769230766,-0.355,0.45154238,-1.25,11.352,11.758,288.5924,84.1982,"La Nina",0.22265185,-0.14342253,"Pinniped"
"2013-06-01",2013,6,11,1.30769230769231,-0.168,0.72785836,-0.78,11.037,14.174,265.8537,18.4203,"La Nina",-0.15347362,0.18031867,"Pinniped"
"2013-03-01",2013,3,15,8.04166666666667,-0.128,0.6424219,-0.63,9.605,9.165,90.9275,-19.2453,"La Nina",-0.077092715,-0.15196884,"Pinniped"
"2013-05-01",2013,5,12,-2,0.146,0.85347515,0.08,10.91,11.733,183.9128,9.3158,"El Nino",-0.033654753,-0.12317851,"Pinniped"
"2013-11-01",2013,11,6,-1.28,-0.053,-0.8050634,-0.11,12.924,11.609,63.6356,-29.1229,"La Nina",0.81532747,-0.36348164,"Pinniped"
"2013-10-01",2013,10,3,-8,0.13,-0.14863351,-0.87,11.048,14.253,132.3365,15.8949,"El Nino",0.58358365,-0.40314975,"Pinniped"
"2013-09-01",2013,9,10,1.04,-0.133,0.3874781,-0.48,13.911,16.042,86.0489,-37.976,"La Nina",0.2440375,-0.65610045,"Pinniped"
"2014-04-01",2014,4,8,1.07407407407407,0.248,-0.6185479,1.13,11.794,10.906,106.1267,-17.0369,"El Nino",0.25525817,-0.100580096,"Pinniped"
"2014-08-01",2014,8,11,2.69230769230769,0.954,-0.5472244,0.67,13.608,11.742,182.7959,48.8752,"El Nino",-0.62509114,0.09395296,"Pinniped"
"2014-12-01",2014,12,3,-1,0.558,-0.35941693,2.51,15.517,13.278,-86.6022,-135.3987,"El Nino",-1.1292223,0.5910998,"Pinniped"
"2014-02-01",2014,2,4,-0.238095238095238,-0.241,-0.2660928,0.38,11.639,9.213,-31.3558,-100.9393,"La Nina",0.12597933,-0.16984892,"Pinniped"
"2014-01-01",2014,1,7,2.5,-0.275,-0.3911977,0.3,11.323,8.885,31.7515,-57.7257,"La Nina",0.6091071,0.097701184,"Pinniped"
