County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Clallam,NW-2009-1098687,MKH-Pp-09-1,09NWR08026,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Vista,WA,Pacific Ocean,Mouth of Hoko,48.568889,decimal degrees,actual,-124.1186,decimal degrees,actual,GPS,N,CBD,2009-AUG-05,2009,AUG,5,NA,NA,Fresh Dead,N,2009-AUG-05,2009,AUG,5,Fresh Dead,N,Unid,Calf,90,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,Collected for examination and necropsy at a later date,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,-0.038022594,-0.416550885,-124.1186,48.568889
Clallam,NW-2006-1062679,CRC-767,06NWR08041,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,NA,WA,Strait of Juan de Fuca,Off Sekiu,NA,NA,NA,NA,NA,NA,NA,N,Y,2006-AUG-14,2006,AUG,14,Swimming,NA,NA,N,2006-AUG-16,2006,AUG,16,Fresh Dead,N,Male,Subadult,140,cm,Actual,40,kg,Actual,Y,NA,NA,2006-AUG-16,2006,AUG,16,Cascadia Research/WDFW,incidental catch form to be filled out and sent in by High Tide Seafoods.,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2001-1024227,Dng-01-002,NMFSNW-1979,NA,"Porpoise, harbor",Phocoena,phocoena,Validated,NMFS,NA,Unknown,NW,Port Angeles,WA,NA,Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-JAN-07,2001,JAN,7,NA,NA,Fresh Dead,N,2001-JAN-17,2001,JAN,17,Advanced Decomposition,N,Male,Unid,155,cm,actual,350,lb,estimate,Y,NA,NA,NA,NA,NA,NA,Unknown,NA,1979,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2006-1060995,06-CL-001,06NWR09019,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,citizen caller,citizen caller,NW,NA,WA,Pacific Ocean,North of the Ozette River and 400 years north of Seafield Creek,48.13,deg/min/sec,estimate,-124.42,deg/min/sec,estimate,Map,N,N,2006-SEP-29,2006,SEP,29,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,36,in,estimate,80,lb,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,0.263377406,0.022338115,-124.42,48.13
Clallam,NW-2010-1126554,CRC-1113,10NWR08060,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bethany Diehl,Cascadia Research,Cascadia Research,NW,Sequim,WA,Strait of Juan de Fuca,Dungeness Spit,48.1748,dd.dddd,NA,-123.1476,dd.dddd,NA,GPS,N,N,2010-AUG-17,2010,AUG,17,Beach or Land,NA,Fresh Dead,N,2010-AUG-17,2010,AUG,17,Fresh Dead,N,Female,Calf,97,cm,Actual,11.75,kg,Actual,Y,Complete,Fresh,2010-AUG-18,2010,AUG,18,CRC,NA,CRC-1113,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,-1.009022594,-0.022461885,-123.1476,48.1748
Clallam,NW-2003-1000784,OCNMS03Pp02,03NWR05011,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,M. Brancato,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,Port Angeles,WA,Strait of Juan de Fuca,Ediz Hook,NA,NA,NA,NA,NA,NA,NA,NA,N,2003-MAY-16,2003,MAY,16,Beach or Land,NA,Fresh Dead,N,2003-MAY-16,2003,MAY,16,Fresh Dead,N,Female,Adult,136.5,cm,actual,37,kg,actual,Y,NA,NA,2003-JUL-23,2003,JUL,23,"Raverty, Gaydos, Norman, Fleetwood",CT scanned on 7/20/03,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2009-1098651,MKH-Er-09-1,09NWR04022,Confirmed - High Report,"Whale, gray",Eschrichtius,robustus,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Wqatch point,48.346242,decimal degrees,estimate,-124.6963,decimal degrees,estimate,Internet,N,CBD,2009-APR-02,2009,APR,2,Beach or Land,NA,Moderate Decomposition,N,NA,NA,NA,NA,Moderate Decomposition,N,Male,Subadult,882,cm,actual,NA,NA,NA,Y,limited,NA,2009-APR-02,2009,APR,2,John Scordino,"Skin was sloughed off. Blood appears to have pooled on the dorsal, left side of head. Also sighns of blood pooling in flippers. No known visible cause of death",NA,Gray whale,Inland_WA,48.15233811,-124.1566226,0.539677406,-0.193903885,-124.6963,48.346242
Clallam,MKH2014-29,MKH2014-29,NA,NA,"Dolphin, common, short-beaked",Delphinus,delphis,NA,NA,NA,NA,NA,NA,WA,NA,NA,48.3013,NA,NA,-124.665,NA,NA,NA,NA,N,11/10/14,2014,NOV,NA,NA,NA,Dead,NA,NA,NA,NA,NA,NA,NA,Male,Subadult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Short-beaked common dolphin,NA,48.15233811,-124.1566226,0.508377406,-0.148961885,-124.665,48.3013
Clallam,NW-2006-1058417,OLYM-2006-05,06NWR050035,Confirmed - Minimum,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Public,Olympic National Park,Olympic National Park,NW,Olympic National Park,WA,NA,just N of Tskawahyah Island on the Ozette Reservation,NA,NA,NA,NA,NA,NA,NA,N,CBD,2006-MAY-14,2006,MAY,14,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,48,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"reported by park visitor; reported as ""baby killer whale""; white on bottom; black on back; 4-5 ft. long; teeth all the way around; horizontal tail fin; freshly washed up, but being eaten by eagles (small hole developing)",NA,Dalls porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2005-1044849,CRC-545,05NWR05021,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Quinalt Reservation,WA,Pacific Ocean,NA,47.17,decimal minutes,actual,-124.14,decimal minutes,actual,GPS,N,CBD,2005-MAY-14,2005,MAY,14,Beach or Land,NA,Moderate Decomposition,N,2005-MAY-16,2005,MAY,16,Moderate Decomposition,N,Male,Adult,1230,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,50% skin sloughed off,NA,Gray whale,Inland_WA,48.15233811,-124.1566226,-0.016622594,0.982338115,-124.14,48.15233811
Clallam,NW-2005-1044533,05-CM-046,05NWR05011,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,Olympic Coast National Marine Sanctuary,Olympic Coast National Marine Sanctuary,NW,Port Angeles,WA,Strait of Juan de Fuca,W side of Ediz Hook,NA,NA,NA,NA,NA,NA,NA,N,CBD,2005-MAY-12,2005,MAY,12,Beach or Land,NA,Fresh Dead,N,2005-MAY-12,2005,MAY,12,Fresh Dead,N,Male,Subadult,130,cm,actual,100,kg,estimate,Y,NA,NA,2005-JUN-02,2005,JUN,2,Raverty and Norman,NA,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2013-1151365,MKH2013-005,13NWR04032,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Beach just North of Shi Shi beach access,48.278,dd.dddd,estimate,-124.6808,dd.dddd,estimate,Internet/Software,N,CBD,2013-APR-14,2013,APR,14,Beach or Land,NA,Moderate Decomposition,N,2013-APR-23,2013,APR,23,Moderate Decomposition,N,Female,Subadult,845,cm,actual,NA,NA,NA,Y,limited,fresh,2013-APR-23,2013,APR,23,MFM,"Originally reported to MFM on 14-Apr-13, came from out of town visitor reporting whale at Point of the Arches. Staff from MFM hiked out to Point of the Arches that week and did not see whale. On 4/20/13 volunteers with beach clean-up sighted whale at beach just North of Shi Shi beach access/ Shipwreck Point. AA and JS responded on 23-Apr-13 for exam.",NA,Gray whale,Inland_WA,48.15233811,-124.1566226,0.524177406,-0.125661885,-124.6808,48.278
Clallam,NW-2016-1190310,JdFAug91A,16NWR08002,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Helle Andersen,Feiro Marine Life Center,Feiro Marine Life Center,NW,Port Angeles,WA,Pacific Ocean,Next to the hanger building at the Coast Guard Station,48.139638,decimal degrees,estimate,-123.408635,decimal degrees,NA,Map,N,N,2016-AUG-10,2016,AUG,10,NA,NA,Moderate Decomposition,N,2016-AUG-10,2016,AUG,10,Moderate Decomposition,N,Male,Calf,33,in,actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,-0.747987594,0.012700115,-123.408635,48.139638
Clallam,NW-2012-1151388,MKH2012-025,12NWR07089,Confirmed- High Report,"Dolphin, striped",Stenella,coeruleoalba,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,North end Hobuck Beach,48.3423,dd.dddd,estimate,-124.6757,dd.dddd,estimate,Internet/Software,N,N,2012-JUL-14,2012,JUL,14,Beach or Land,NA,Fresh Dead,N,2012-JUL-16,2012,JUL,16,Fresh Dead,N,Male,Adult,206,cm,actual,175,lb,estimate,Y,complete,fresh,2012-JUL-16,2012,JUL,16,MFM,"Dead ""porpoise"" reported by public at North end of Hobuck Beach on 14-Jul-12. JS responded on 16-Jul-12 and indentified as striped dolphin and performed necropsy at site. No obvious signs of human interaction. HI form not completed at time of exam. Scavenging at throat and chin area on left side of head. Right side had white healed rake marks, possibly from another dolphin. No broken bones or bruising identified. Major pathologies included ~60mL red fluid in thoracic cavity and congested lungs with possible evidence of past lung worm infection. Also noted was evidence of encysted parasites in the blubber near the repro opening. Not able to determine body condition due to not knowing normal condition of striped dolphins such as blubber thickness.",NA,Striped dolphin,Inland_WA,48.15233811,-124.1566226,0.519077406,-0.189961885,-124.6757,48.3423
Clallam,NW-2003-1000777,DNG-03-003,03NWR05004,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Agency Biologist,USFWS,USFWS,NW,Sequim,WA,Strait of Juan de Fuca,2 miles S of Dungeness Spit,NA,NA,NA,NA,NA,NA,NA,NA,CBD,2003-MAY-04,2003,MAY,4,Beach or Land,NA,Advanced Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Subadult,84,cm,estimate,NA,kg,actual,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2012-1151401,JDF-72612-A,12NWR07090,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Bob Campbell,Juan De Fuca MMSN,Juan De Fuca MMSN,NW,Port Angeles,WA,Strait of Juan de Fuca,Strait side of Ediz Hook,48.1386,decimal degrees,actual,-124.4346,decimal degrees,actual,GPS,N,CBD,2012-JUL-26,2012,JUL,26,Beach or Land,NA,Fresh Dead,N,2012-JUL-26,2012,JUL,26,Fresh Dead,N,Female,Calf,89,cm,actual,8,kg,estimate,Y,complete,frozen,2012-AUG-21,2012,AUG,21,MFM,"Harbor porpoise calf found by Bob Campbell (FMLC) and carcass collected for necropsy. Carcass was frozen and will be transferred to Makah Fisheries for a necropsy training for summer interns in August. From Level A field response: No obvious physical damage except for small puncture holes anterior of dorsal fin, looks like marks from gripper or possibly caused by a bird beak. Small amount of blood near head. Fecal matter (liquid, dark) around anus. From physical exam at time of necropsy: Slight scavenging around umbilical opening, fecal staining around anus, white froth coming from blowhole, no teeth erupted, skin sloughing slightly on left side - likely due to freezing and transport. Human Interaction Form completed: Signs of Human Interaction - No external signs of HI, froth in blowhole and lungs suggests drowning but succumbed due to unknown cause. Final Human Interaction Determination - Could Not Be Determined.",MKH2012-026,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,0.277977406,0.013738115,-124.4346,48.1386
Clallam,NW-2017-1195781,CRC-1583,17NWR04033,Confirmed- Medium Report,Unidentified Dolphin/Porpoise,NA,NA,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Ozette,WA,Pacific Ocean,"300m south of sand point, Ozette",48.125,decimal degrees,estimate,-125,decimal degrees,estimate,NA,N,Y,2017-APR-01,2017,APR,1,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Unid,Unid,183,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,no response due to location and condition,NA,Unidentified,Inland_WA,48.15233811,-124.1566226,0.843377406,0.027338115,-125,48.125
Clallam,NW-2011-1137445,MKH2011-016,11NWR07080,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Adrianne Akmajian,Makah Fisheries Management,Makah Fisheries Management,NW,Ozette,WA,Pacific Ocean,Offshore of Sand Point,48.1181,dd.dddd,NA,-124.76,dd.dddd,NA,GPS,N,CBD,2011-JUL-22,2011,JUL,22,Floating,NA,Advanced Decomposition,N,2011-JUL-22,2011,JUL,22,Advanced Decomposition,N,Female,Adult,160,cm,Estimated,NA,NA,NA,Y,Limited,Fresh,2011-JUL-25,2011,JUL,25,MFM,"Found floating offshore of Sand Point on way back from outer coast survey. Full-term fetus partially hanging out of adult - tail first. JS cut genital opening to expose fetus, still attached to placenta so collected placenta and umbilical cord for testing. No other tissues sampled, both carcasses left floating at site.",NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,0.603377406,0.034238115,-124.76,48.1181
Clallam,NW-2008-1081497,MKH-Mn-08-1,08NWR08106,Confirmed - Medium Report,"Whale, humpback",Megaptera,novaeangliae,Validated,Jonathan Scordino,Native American Tribe,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,East side of tow.,NA,decimal degrees,NA,NA,decimal degrees,NA,NA,N,N,2008-AUG-21,2008,AUG,21,NA,NA,Alive,Y,2008-AUG-21,2008,AUG,21,Alive,Y,Unid,Subadult,0,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,More information on Level A.,NA,Humpback whale,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2010-1139854,MKH-PP-10-1,10NWR03045,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,MFM,Makah Fisheries Management,NW,Neah Bay,WA,Pacific Ocean,Hobuck beach,48.3365,dd.dddd,NA,-124.6635,dd.dddd,NA,GPS,N,N,2010-MAR-30,2010,MAR,30,Beach or Land,NA,Fresh Dead,N,2010-MAR-30,2010,MAR,30,Fresh Dead,N,Female,Adult,155,cm,Actual,NA,NA,NA,Y,Complete,Fresh,2010-MAR-30,2010,MAR,30,MFM,Animal was heavily scavenged. Could not assess body condition. No gross signs of cause of death.,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,0.506877406,-0.184161885,-124.6635,48.3365
Clallam,NW-2009-1099001,09-CM-025,09NWR08030,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Public,NA,NMFS,NW,NA,WA,Pacific Ocean,Rialto Beach 200 yards south of hole in the wall,NA,decimal degrees,NA,NA,decimal degrees,NA,NA,N,CBD,2009-AUG-03,2009,AUG,3,NA,NA,Moderate Decomposition,N,2009-AUG-03,2009,AUG,3,Moderate Decomposition,N,Unid,Unid,48,in,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,NA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2015-1181475,MKH2015-21,15NWR12006,Confirmed- Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Makah Bay,"Tsoo-Yess, between Strawberry rock and Sones",48.317,dd.dddd,estimate,-124.6641,dd.dddd,estimate,Internet/Software,N,CBD,2015-DEC-28,2015,DEC,28,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,NA,N,Unid,Unid,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Reported during holiday break, did not respond untill January 4th and did not find carcass, Rosie Ward reported Porpise, no photos. Carcass was scavenged, she said half gone. I showed Rosie photographs and she thought White- sided dolphin, but also sugges",NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,0.507477406,-0.164661885,-124.6641,48.317
Clallam,NW-2003-1001443,DNG-03-009,03NWR08001,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Park Ranger,USFWS,USFWS,NW,Sequim,WA,Strait of Juan de Fuca,Dungeness Spit,NA,NA,N,NA,NA,N,NA,NA,N,2003-AUG-03,2003,AUG,3,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,NA,N,Unid,Calf,89,cm,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2017-1200556,MKH2017-003,17NWR03046,Confirmed- High Report,"Whale, gray",Eschrichtius,robustus,Ready for Regional Validation,Jonathan Scordino,Makah Fisheries Management,Makah Fisheries Management,NW,Neah Bay,WA,Strait of Juan de Fuca,Warmhouse Beach,48.3908,dd.dddd,estimate,-124.6576,dd.dddd,estimate,Internet,N,CBD,2017-MAR-21,2017,MAR,21,Beach or Land,NA,NA,N,2017-MAR-21,2017,MAR,21,Moderate Decomposition,N,Female,Subadult,870,cm,actual,NA,NA,Y,limited,fresh,2023-MAR-17,2023,MAR,17,Makah Fisheries Management,Whale laying on right side which prevented full examination. A few injuries were observed on right side. Flensing of injuries toward tail were likely post mortem. An area near the head showed blood in the blubber. The injury in the area looked most likely,NA,NA,Gray whale,Inland_WA,48.15233811,-124.1566226,0.500977406,-0.238461885,-124.6576,48.3908
Clallam,NW-2013-1151322,CRC-1273,13NWR07059,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Katy Reid,Cascadia Research,Cascadia Research,NW,Port Angeles,WA,Strait of Juan de Fuca,4 Seasons beach,48.118,dd.dddd,estimate,-123.3501,dd.dddd,estimate,Internet/Software,N,Y,2013-JUL-17,2013,JUL,17,Beach or Land,NA,Alive,N,2013-JUL-17,2013,JUL,17,Alive,N,Unid,Calf,75,cm,estimate,8,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,"Reported live stranded in shallow water @18:30. Katy arrived at 2000, animal was still alive on rocky beach. Under direction of JLH, took to deeper water and supported it until it swam away on its own. Swam 50ft offshore and parall to beach for a while, t",NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,-0.806522594,0.034338115,-123.3501,48.118
Clallam,NW-2003-1001423,MBHPp030712,03NWR07022,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,NMML,NOAA Fisheries,NOAA Fisheries,NW,La Push,WA,Pacific Ocean,.8 mile S of Split Rock on Rialto Beach,NA,NA,N,NA,NA,N,NA,NA,N,2003-JUL-10,2003,JUL,10,Beach or Land,NA,Moderate Decomposition,N,2003-JUL-12,2003,JUL,12,Moderate Decomposition,N,Unid,Unid,30,in,NA,NA,NA,estimate,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2006-1055761,CRC704,06NWR01015,Confirmed - Medium Report,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Rialto Beach,WA,Pacific Ocean,NA,47.56146,deg/min/sec,actual,-124.3868,deg/min/sec,actual,GPS,N,N,2006-JAN-23,2006,JAN,23,Beach or Land,NA,Fresh Dead,N,2006-JAN-24,2006,JAN,24,Fresh Dead,N,Female,Calf,441,cm,actual,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gray whale,Inland_WA,48.15233811,-124.1566226,0.230177406,0.590878115,-124.3868,48.15233811
Clallam,NW-2008-1081203,CRC-851,08NWR07060,Confirmed- High Report,"Whale, humpback",Megaptera,novaeangliae,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,Sekiu,WA,Strait of Juan de Fuca,off Chito Beach,NA,NA,NA,NA,NA,NA,GPS,N,Y,2008-JUL-05,2008,JUL,5,NA,NA,Alive,N,2008-JUL-05,2008,JUL,5,Alive,N,Unid,Subadult,30,ft,Estimated,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Efforts to save an entangled young humpback whale were started on 5 July 2008 off Sekiu, Washington. The whale was reported earlier in the day and a response by Makah Fisheries and Cascadia Research in collaboration with NOAA were initiated. The animal wa",CRC-851,Humpback whale,Inland_WA,48.15233811,-124.1566226,NA,NA,-124.1566226,48.15233811
Clallam,NW-2015-1182222,WDFW2015-055,15NWR07128,Confirmed- High Report,"Porpoise, Dalls",Phocoenoides,dalli,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,La Push,WA,Pacific Ocean,Rialto BeachJust south of hole in the wall,47.939,decimal degrees,actual,-124.648,decimal degrees,actual,NA,N,CBD,2015-JUL-24,2015,JUL,24,Beach or Land,NA,Fresh Dead,N,2015-JUL-24,2015,JUL,24,Fresh Dead,N,Male,Calf,102,cm,actual,15.8,kg,actual,Y,complete,fresh,2015-JUL-25,2015,JUL,25,WDFW/MMI,Reported by park visitor to park officer. DML and DL were out on sea otter response. Collected and put on ice until necropsy. Couple Days prior a Adult female stranding ~15 mile further north on the Makah Reservation. Necropsy was conducted on that anim,WDFW2015-055,Dalls porpoise,Inland_WA,48.15233811,-124.1566226,0.491377406,0.213338115,-124.648,47.939
Clallam,NW-2013-1151230,CRC-1268,13NWR07053,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Sequim,WA,Strait of Juan de Fuca,"Dungeness Spit, 1/2 mile down spit",48.153,dd.dddd,estimate,-123.1792,dd.dddd,estimate,Internet/Software,N,CBD,2013-JUL-04,2013,JUL,4,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Female,Adult,152,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"reported late in the evening on 04-July, just before tide reached animal. No time to respond, animal washed out with the tide. Examined via photos only.",NA,Harbor porpoise,Inland_WA,48.15233811,-124.1566226,-0.977422594,-0.000661885,-123.1792,48.153
