"Year.of.Observation","Cetacean.Common.Name","cnt_all","strand_anom","cnt_HI","mean_HI","strand_anom_HI","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","Wind_39","Wind_44","MEI_lag1","NPGO_lag1","PDO_lag1","SST_39_lag1","SST_44_lag1","Upwelling_39_lag1","Upwelling_45_lag1","Wind_39_lag1","Wind_44_lag1","MEI_lag2","NPGO_lag2","PDO_lag2","SST_39_lag2","SST_44_lag2","Upwelling_39_lag2","Upwelling_45_lag2","Wind_39_lag2","Wind_44_lag2","MEI_lag3","NPGO_lag3","PDO_lag3","SST_39_lag3","SST_44_lag3","Upwelling_39_lag3","Upwelling_45_lag3","Wind_39_lag3","Wind_44_lag3","SST_39_anom","SST_44_anom","SST_39_anom_lag1","SST_44_anom_lag1","SST_39_anom_lag2","SST_44_anom_lag2","SST_39_anom_lag3","SST_44_anom_lag3","CBA_North","CBA_South","CBA_North_lag1","CBA_South_lag1","CBA_North_lag2","CBA_South_lag2","CBA_North_lag3","CBA_South_lag3","Date","Msquid_N","Herring","Anch","Sard"
2006,"Gray whale",15,6.26666666666667,4,2.4,1.6,-0.02675,-0.688805266666667,-0.0166666666666667,12.16075,11.84625,78.6997,-31.125725,-0.38487,1.530882375,-0.0690833333333333,-0.791479533333333,0.0233333333333333,12.241375,11.7385833333333,75.7330583333333,-30.5819416666667,-0.30106875,1.455662375,-0.103,-0.855263366666667,0.0983333333333333,12.1942222222222,11.7835,71.079925,-31.2424,-0.663085555555556,1.52634025,-0.11975,-0.9524217025,0.124166666666667,12.1615,11.9229166666667,68.7515083333333,-31.5284666666667,-0.914035,0.886406333333333,0.13003383,-0.136269717583333,0.21065883,-0.24393638425,0.111534700777778,-0.199019717583333,0.0989942742,-0.0596030509166667,-0.109843799090909,0.0898059012727273,-0.0469013718181818,0.0972139825454545,-0.0314407654545455,0.0526301425454545,-0.0304392502727273,0.0970094352727273,13315.5,0.309274,0.0235695,0.124759,0.208015
2006,"Harbor porpoise",68,4.13333333333333,7,12.3571428571429,-5.35714285714286,-0.02675,-0.688805266666667,-0.0166666666666667,12.16075,11.84625,78.6997,-31.125725,-0.38487,1.530882375,-0.0690833333333333,-0.791479533333333,0.0233333333333333,12.241375,11.7385833333333,75.7330583333333,-30.5819416666667,-0.30106875,1.455662375,-0.103,-0.855263366666667,0.0983333333333333,12.1942222222222,11.7835,71.079925,-31.2424,-0.663085555555556,1.52634025,-0.11975,-0.9524217025,0.124166666666667,12.1615,11.9229166666667,68.7515083333333,-31.5284666666667,-0.914035,0.886406333333333,0.13003383,-0.136269717583333,0.21065883,-0.24393638425,0.111534700777778,-0.199019717583333,0.0989942742,-0.0596030509166667,-0.109843799090909,0.0898059012727273,-0.0469013718181818,0.0972139825454545,-0.0314407654545455,0.0526301425454545,-0.0304392502727273,0.0970094352727273,13315.5,0.309274,0.0235695,0.124759,0.208015
2006,"Humpback whale",2,-0.923076923076923,1,1.71428571428571,-0.714285714285714,-0.02675,-0.688805266666667,-0.0166666666666667,12.16075,11.84625,78.6997,-31.125725,-0.38487,1.530882375,-0.0690833333333333,-0.791479533333333,0.0233333333333333,12.241375,11.7385833333333,75.7330583333333,-30.5819416666667,-0.30106875,1.455662375,-0.103,-0.855263366666667,0.0983333333333333,12.1942222222222,11.7835,71.079925,-31.2424,-0.663085555555556,1.52634025,-0.11975,-0.9524217025,0.124166666666667,12.1615,11.9229166666667,68.7515083333333,-31.5284666666667,-0.914035,0.886406333333333,0.13003383,-0.136269717583333,0.21065883,-0.24393638425,0.111534700777778,-0.199019717583333,0.0989942742,-0.0596030509166667,-0.109843799090909,0.0898059012727273,-0.0469013718181818,0.0972139825454545,-0.0314407654545455,0.0526301425454545,-0.0304392502727273,0.0970094352727273,13315.5,0.309274,0.0235695,0.124759,0.208015
2006,"Striped dolphin",4,-0.727272727272728,1,1.5,-0.5,-0.02675,-0.688805266666667,-0.0166666666666667,12.16075,11.84625,78.6997,-31.125725,-0.38487,1.530882375,-0.0690833333333333,-0.791479533333333,0.0233333333333333,12.241375,11.7385833333333,75.7330583333333,-30.5819416666667,-0.30106875,1.455662375,-0.103,-0.855263366666667,0.0983333333333333,12.1942222222222,11.7835,71.079925,-31.2424,-0.663085555555556,1.52634025,-0.11975,-0.9524217025,0.124166666666667,12.1615,11.9229166666667,68.7515083333333,-31.5284666666667,-0.914035,0.886406333333333,0.13003383,-0.136269717583333,0.21065883,-0.24393638425,0.111534700777778,-0.199019717583333,0.0989942742,-0.0596030509166667,-0.109843799090909,0.0898059012727273,-0.0469013718181818,0.0972139825454545,-0.0314407654545455,0.0526301425454545,-0.0304392502727273,0.0970094352727273,13315.5,0.309274,0.0235695,0.124759,0.208015
2007,"Dalls porpoise",5,-0.357142857142857,1,1.5,-0.5,0.247333333333333,0.205529971666667,0.0525,11.8123636363636,11.9123333333333,101.720608333333,-20.840175,-2.94760545454545,0.411199583333333,0.414333333333333,0.101191816666667,0.00416666666666667,11.6341818181818,11.93725,107.189208333333,-19.89275,-3.11393090909091,0.3620345,0.514333333333333,-0.0493497916666667,-0.0916666666666667,11.3802,11.7073333333333,112.786541666667,-17.14405,-3.116594,0.16074375,0.595916666666667,-0.193381930833333,-0.1275,11.3802,11.4194166666667,115.924416666667,-14.1302583333333,-3.116594,0.286216727272727,-0.0842828337272727,-0.07018638425,-0.262464651909091,-0.0452697175833333,-0.4562652838,-0.27518638425,-0.4562652838,-0.563103050916667,0.0998096879166667,-0.138460935,0.0579513529166667,-0.0940146386666667,0.04935551875,-0.0159632503333333,0.0743041284166667,-0.0268030651666667,13680.5,0.0719958,0.161659,0.285407,0.0882064
2007,"Gray whale",8,-0.733333333333333,2,2.4,-0.4,0.247333333333333,0.205529971666667,0.0525,11.8123636363636,11.9123333333333,101.720608333333,-20.840175,-2.94760545454545,0.411199583333333,0.414333333333333,0.101191816666667,0.00416666666666667,11.6341818181818,11.93725,107.189208333333,-19.89275,-3.11393090909091,0.3620345,0.514333333333333,-0.0493497916666667,-0.0916666666666667,11.3802,11.7073333333333,112.786541666667,-17.14405,-3.116594,0.16074375,0.595916666666667,-0.193381930833333,-0.1275,11.3802,11.4194166666667,115.924416666667,-14.1302583333333,-3.116594,0.286216727272727,-0.0842828337272727,-0.07018638425,-0.262464651909091,-0.0452697175833333,-0.4562652838,-0.27518638425,-0.4562652838,-0.563103050916667,0.0998096879166667,-0.138460935,0.0579513529166667,-0.0940146386666667,0.04935551875,-0.0159632503333333,0.0743041284166667,-0.0268030651666667,13680.5,0.0719958,0.161659,0.285407,0.0882064
2007,"Harbor porpoise",52,-11.8666666666667,8,12.3571428571429,-4.35714285714286,0.247333333333333,0.205529971666667,0.0525,11.8123636363636,11.9123333333333,101.720608333333,-20.840175,-2.94760545454545,0.411199583333333,0.414333333333333,0.101191816666667,0.00416666666666667,11.6341818181818,11.93725,107.189208333333,-19.89275,-3.11393090909091,0.3620345,0.514333333333333,-0.0493497916666667,-0.0916666666666667,11.3802,11.7073333333333,112.786541666667,-17.14405,-3.116594,0.16074375,0.595916666666667,-0.193381930833333,-0.1275,11.3802,11.4194166666667,115.924416666667,-14.1302583333333,-3.116594,0.286216727272727,-0.0842828337272727,-0.07018638425,-0.262464651909091,-0.0452697175833333,-0.4562652838,-0.27518638425,-0.4562652838,-0.563103050916667,0.0998096879166667,-0.138460935,0.0579513529166667,-0.0940146386666667,0.04935551875,-0.0159632503333333,0.0743041284166667,-0.0268030651666667,13680.5,0.0719958,0.161659,0.285407,0.0882064
2007,"Humpback whale",2,-0.923076923076923,1,1.71428571428571,-0.714285714285714,0.247333333333333,0.205529971666667,0.0525,11.8123636363636,11.9123333333333,101.720608333333,-20.840175,-2.94760545454545,0.411199583333333,0.414333333333333,0.101191816666667,0.00416666666666667,11.6341818181818,11.93725,107.189208333333,-19.89275,-3.11393090909091,0.3620345,0.514333333333333,-0.0493497916666667,-0.0916666666666667,11.3802,11.7073333333333,112.786541666667,-17.14405,-3.116594,0.16074375,0.595916666666667,-0.193381930833333,-0.1275,11.3802,11.4194166666667,115.924416666667,-14.1302583333333,-3.116594,0.286216727272727,-0.0842828337272727,-0.07018638425,-0.262464651909091,-0.0452697175833333,-0.4562652838,-0.27518638425,-0.4562652838,-0.563103050916667,0.0998096879166667,-0.138460935,0.0579513529166667,-0.0940146386666667,0.04935551875,-0.0159632503333333,0.0743041284166667,-0.0268030651666667,13680.5,0.0719958,0.161659,0.285407,0.0882064
2007,"Killer whale",1,-0.444444444444444,1,1,0,0.247333333333333,0.205529971666667,0.0525,11.8123636363636,11.9123333333333,101.720608333333,-20.840175,-2.94760545454545,0.411199583333333,0.414333333333333,0.101191816666667,0.00416666666666667,11.6341818181818,11.93725,107.189208333333,-19.89275,-3.11393090909091,0.3620345,0.514333333333333,-0.0493497916666667,-0.0916666666666667,11.3802,11.7073333333333,112.786541666667,-17.14405,-3.116594,0.16074375,0.595916666666667,-0.193381930833333,-0.1275,11.3802,11.4194166666667,115.924416666667,-14.1302583333333,-3.116594,0.286216727272727,-0.0842828337272727,-0.07018638425,-0.262464651909091,-0.0452697175833333,-0.4562652838,-0.27518638425,-0.4562652838,-0.563103050916667,0.0998096879166667,-0.138460935,0.0579513529166667,-0.0940146386666667,0.04935551875,-0.0159632503333333,0.0743041284166667,-0.0268030651666667,13680.5,0.0719958,0.161659,0.285407,0.0882064
2007,"Sperm whale",2,0.583333333333333,1,1.25,-0.25,0.247333333333333,0.205529971666667,0.0525,11.8123636363636,11.9123333333333,101.720608333333,-20.840175,-2.94760545454545,0.411199583333333,0.414333333333333,0.101191816666667,0.00416666666666667,11.6341818181818,11.93725,107.189208333333,-19.89275,-3.11393090909091,0.3620345,0.514333333333333,-0.0493497916666667,-0.0916666666666667,11.3802,11.7073333333333,112.786541666667,-17.14405,-3.116594,0.16074375,0.595916666666667,-0.193381930833333,-0.1275,11.3802,11.4194166666667,115.924416666667,-14.1302583333333,-3.116594,0.286216727272727,-0.0842828337272727,-0.07018638425,-0.262464651909091,-0.0452697175833333,-0.4562652838,-0.27518638425,-0.4562652838,-0.563103050916667,0.0998096879166667,-0.138460935,0.0579513529166667,-0.0940146386666667,0.04935551875,-0.0159632503333333,0.0743041284166667,-0.0268030651666667,13680.5,0.0719958,0.161659,0.285407,0.0882064
2008,"Gray whale",4,-4.73333333333333,1,2.4,-1.4,-0.78375,1.31048072,-1.22833333333333,10.9035833333333,11.5101111111111,111.720275,-17.445975,-3.26478,-1.16949555555556,-0.83625,1.20060471666667,-1.12916666666667,10.95375,11.6308888888889,110.561975,-18.4699333333333,-3.27779,-1.05233611111111,-0.850833333333333,1.14202271666667,-0.945833333333333,11.1606666666667,11.6238888888889,105.320733333333,-17.3699583333333,-3.12803083333333,-1.15253811111111,-0.879333333333333,1.12553083333333,-0.741666666666667,11.1206363636364,12.1536666666667,103.744191666667,-19.096425,-2.98640727272727,-0.914634222222222,-0.991748394666667,-0.960351826222222,-0.941581728,-0.839574048444444,-0.734665061333333,-0.846574048444444,-0.776010106454545,-0.316796270666667,0.299673320909091,-0.202145312727273,0.311418775454545,-0.262091778181818,0.282743019090909,-0.284708443636364,0.225884688181818,-0.266679908363636,14046.3333333333,0.0419517,0.200486,0.126399,0.057719
2008,"Harbor porpoise",53,-10.8666666666667,4,12.3571428571429,-8.35714285714286,-0.78375,1.31048072,-1.22833333333333,10.9035833333333,11.5101111111111,111.720275,-17.445975,-3.26478,-1.16949555555556,-0.83625,1.20060471666667,-1.12916666666667,10.95375,11.6308888888889,110.561975,-18.4699333333333,-3.27779,-1.05233611111111,-0.850833333333333,1.14202271666667,-0.945833333333333,11.1606666666667,11.6238888888889,105.320733333333,-17.3699583333333,-3.12803083333333,-1.15253811111111,-0.879333333333333,1.12553083333333,-0.741666666666667,11.1206363636364,12.1536666666667,103.744191666667,-19.096425,-2.98640727272727,-0.914634222222222,-0.991748394666667,-0.960351826222222,-0.941581728,-0.839574048444444,-0.734665061333333,-0.846574048444444,-0.776010106454545,-0.316796270666667,0.299673320909091,-0.202145312727273,0.311418775454545,-0.262091778181818,0.282743019090909,-0.284708443636364,0.225884688181818,-0.266679908363636,14046.3333333333,0.0419517,0.200486,0.126399,0.057719
2008,"Humpback whale",4,1.07692307692308,3,1.71428571428571,1.28571428571429,-0.78375,1.31048072,-1.22833333333333,10.9035833333333,11.5101111111111,111.720275,-17.445975,-3.26478,-1.16949555555556,-0.83625,1.20060471666667,-1.12916666666667,10.95375,11.6308888888889,110.561975,-18.4699333333333,-3.27779,-1.05233611111111,-0.850833333333333,1.14202271666667,-0.945833333333333,11.1606666666667,11.6238888888889,105.320733333333,-17.3699583333333,-3.12803083333333,-1.15253811111111,-0.879333333333333,1.12553083333333,-0.741666666666667,11.1206363636364,12.1536666666667,103.744191666667,-19.096425,-2.98640727272727,-0.914634222222222,-0.991748394666667,-0.960351826222222,-0.941581728,-0.839574048444444,-0.734665061333333,-0.846574048444444,-0.776010106454545,-0.316796270666667,0.299673320909091,-0.202145312727273,0.311418775454545,-0.262091778181818,0.282743019090909,-0.284708443636364,0.225884688181818,-0.266679908363636,14046.3333333333,0.0419517,0.200486,0.126399,0.057719
2008,"Sperm whale",3,1.58333333333333,1,1.25,-0.25,-0.78375,1.31048072,-1.22833333333333,10.9035833333333,11.5101111111111,111.720275,-17.445975,-3.26478,-1.16949555555556,-0.83625,1.20060471666667,-1.12916666666667,10.95375,11.6308888888889,110.561975,-18.4699333333333,-3.27779,-1.05233611111111,-0.850833333333333,1.14202271666667,-0.945833333333333,11.1606666666667,11.6238888888889,105.320733333333,-17.3699583333333,-3.12803083333333,-1.15253811111111,-0.879333333333333,1.12553083333333,-0.741666666666667,11.1206363636364,12.1536666666667,103.744191666667,-19.096425,-2.98640727272727,-0.914634222222222,-0.991748394666667,-0.960351826222222,-0.941581728,-0.839574048444444,-0.734665061333333,-0.846574048444444,-0.776010106454545,-0.316796270666667,0.299673320909091,-0.202145312727273,0.311418775454545,-0.262091778181818,0.282743019090909,-0.284708443636364,0.225884688181818,-0.266679908363636,14046.3333333333,0.0419517,0.200486,0.126399,0.057719
2009,"Fin whale",2,0.2,1,1.5,-0.5,-0.0104166666666667,0.813274525833333,-0.931666666666667,11.2739166666667,11.5266666666667,97.2695666666667,-9.25570833333333,-3.28640833333333,-0.382091166666667,-0.117583333333333,0.917071213333333,-1.10416666666667,11.2389166666667,11.284,97.4158916666667,-6.76353333333333,-3.13795833333333,-0.553193333333333,-0.228666666666667,1.035805755,-1.25333333333333,11.17625,11.3448333333333,101.547125,-7.40271666666667,-3.1972775,-0.523813166666667,-0.310416666666667,1.10801629666667,-1.34833333333333,11.2191666666667,11.3060833333333,103.269608333333,-6.92434166666667,-3.20957583333333,-0.549752,-0.621415061333333,-0.455853050916667,-0.656415061333333,-0.698519717583333,-0.719081728,-0.63768638425,-0.676165061333333,-0.67643638425,0.180312469666667,-0.236072285,0.173045803,-0.215581080833333,0.194434691333333,-0.198300524166667,0.2487103855,-0.19049196,14411.5,0.00938998,0.138635,0.329128,0.287237
2009,"Gray whale",10,1.26666666666667,2,2.4,-0.4,-0.0104166666666667,0.813274525833333,-0.931666666666667,11.2739166666667,11.5266666666667,97.2695666666667,-9.25570833333333,-3.28640833333333,-0.382091166666667,-0.117583333333333,0.917071213333333,-1.10416666666667,11.2389166666667,11.284,97.4158916666667,-6.76353333333333,-3.13795833333333,-0.553193333333333,-0.228666666666667,1.035805755,-1.25333333333333,11.17625,11.3448333333333,101.547125,-7.40271666666667,-3.1972775,-0.523813166666667,-0.310416666666667,1.10801629666667,-1.34833333333333,11.2191666666667,11.3060833333333,103.269608333333,-6.92434166666667,-3.20957583333333,-0.549752,-0.621415061333333,-0.455853050916667,-0.656415061333333,-0.698519717583333,-0.719081728,-0.63768638425,-0.676165061333333,-0.67643638425,0.180312469666667,-0.236072285,0.173045803,-0.215581080833333,0.194434691333333,-0.198300524166667,0.2487103855,-0.19049196,14411.5,0.00938998,0.138635,0.329128,0.287237
2009,"Harbor porpoise",71,7.13333333333333,13,12.3571428571429,0.642857142857142,-0.0104166666666667,0.813274525833333,-0.931666666666667,11.2739166666667,11.5266666666667,97.2695666666667,-9.25570833333333,-3.28640833333333,-0.382091166666667,-0.117583333333333,0.917071213333333,-1.10416666666667,11.2389166666667,11.284,97.4158916666667,-6.76353333333333,-3.13795833333333,-0.553193333333333,-0.228666666666667,1.035805755,-1.25333333333333,11.17625,11.3448333333333,101.547125,-7.40271666666667,-3.1972775,-0.523813166666667,-0.310416666666667,1.10801629666667,-1.34833333333333,11.2191666666667,11.3060833333333,103.269608333333,-6.92434166666667,-3.20957583333333,-0.549752,-0.621415061333333,-0.455853050916667,-0.656415061333333,-0.698519717583333,-0.719081728,-0.63768638425,-0.676165061333333,-0.67643638425,0.180312469666667,-0.236072285,0.173045803,-0.215581080833333,0.194434691333333,-0.198300524166667,0.2487103855,-0.19049196,14411.5,0.00938998,0.138635,0.329128,0.287237
