"Year.of.Observation","Cetacean.Common.Name","cnt_all","strand_anom","cnt_HI","mean_HI","strand_anom_HI","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","Wind_39","Wind_44","MEI_lag1","NPGO_lag1","PDO_lag1","SST_39_lag1","SST_44_lag1","Upwelling_39_lag1","Upwelling_45_lag1","Wind_39_lag1","Wind_44_lag1","MEI_lag2","NPGO_lag2","PDO_lag2","SST_39_lag2","SST_44_lag2","Upwelling_39_lag2","Upwelling_45_lag2","Wind_39_lag2","Wind_44_lag2","MEI_lag3","NPGO_lag3","PDO_lag3","SST_39_lag3","SST_44_lag3","Upwelling_39_lag3","Upwelling_45_lag3","Wind_39_lag3","Wind_44_lag3","SST_39_anom","SST_44_anom","SST_39_anom_lag1","SST_44_anom_lag1","SST_39_anom_lag2","SST_44_anom_lag2","SST_39_anom_lag3","SST_44_anom_lag3","CBA_North","CBA_South","CBA_North_lag1","CBA_South_lag1","CBA_North_lag2","CBA_South_lag2","CBA_North_lag3","CBA_South_lag3","Date","Msquid_N","Herring","Anch","Sard"
2003,"Bairds beaked whale",2,0.75,1,1,0,0.659454545454546,1.30502367272727,1.27,11.769,11.7845454545455,72.9570545454546,-54.0088181818182,-1.34302909090909,0.339561454545455,0.713272727272727,1.30885304909091,1.22909090909091,11.6834545454545,11.6844545454545,66.5858909090909,-55.6203272727273,-1.32102818181818,0.325777636363636,0.792636363636364,1.27334420363636,1.19636363636364,11.8344545454545,11.4767272727273,59.2065454545455,-55.4505545454545,-1.22683090909091,0.415988636363636,0.846090909090909,1.32830828181818,1.10636363636364,11.8984545454545,11.4365454545455,47.0798272727273,-54.1946,-1.20434818181818,0.457706454545455,-0.0135691578181818,-0.0503314274545455,-0.157047491181818,-0.187496716727273,-0.0621919246363636,-0.349240518363636,-0.0736455214545455,-0.390645477,-0.0765486881818182,0.173664602818182,-0.0195206154545455,0.163566412818182,0.0755089809090909,0.144279120090909,0.117410834545455,0.126793405909091,12204.2727272727,0.554979,0.547059,0.208543,0.393889
2003,"Gray whale",5,-3.73333333333333,1,2.4,-1.4,0.659454545454546,1.30502367272727,1.27,11.769,11.7845454545455,72.9570545454546,-54.0088181818182,-1.34302909090909,0.339561454545455,0.713272727272727,1.30885304909091,1.22909090909091,11.6834545454545,11.6844545454545,66.5858909090909,-55.6203272727273,-1.32102818181818,0.325777636363636,0.792636363636364,1.27334420363636,1.19636363636364,11.8344545454545,11.4767272727273,59.2065454545455,-55.4505545454545,-1.22683090909091,0.415988636363636,0.846090909090909,1.32830828181818,1.10636363636364,11.8984545454545,11.4365454545455,47.0798272727273,-54.1946,-1.20434818181818,0.457706454545455,-0.0135691578181818,-0.0503314274545455,-0.157047491181818,-0.187496716727273,-0.0621919246363636,-0.349240518363636,-0.0736455214545455,-0.390645477,-0.0765486881818182,0.173664602818182,-0.0195206154545455,0.163566412818182,0.0755089809090909,0.144279120090909,0.117410834545455,0.126793405909091,12204.2727272727,0.554979,0.547059,0.208543,0.393889
2003,"Harbor porpoise",34,-29.8666666666667,1,12.3571428571429,-11.3571428571429,0.659454545454546,1.30502367272727,1.27,11.769,11.7845454545455,72.9570545454546,-54.0088181818182,-1.34302909090909,0.339561454545455,0.713272727272727,1.30885304909091,1.22909090909091,11.6834545454545,11.6844545454545,66.5858909090909,-55.6203272727273,-1.32102818181818,0.325777636363636,0.792636363636364,1.27334420363636,1.19636363636364,11.8344545454545,11.4767272727273,59.2065454545455,-55.4505545454545,-1.22683090909091,0.415988636363636,0.846090909090909,1.32830828181818,1.10636363636364,11.8984545454545,11.4365454545455,47.0798272727273,-54.1946,-1.20434818181818,0.457706454545455,-0.0135691578181818,-0.0503314274545455,-0.157047491181818,-0.187496716727273,-0.0621919246363636,-0.349240518363636,-0.0736455214545455,-0.390645477,-0.0765486881818182,0.173664602818182,-0.0195206154545455,0.163566412818182,0.0755089809090909,0.144279120090909,0.117410834545455,0.126793405909091,12204.2727272727,0.554979,0.547059,0.208543,0.393889
2003,"Other",1,-0.4,1,1.5,-0.5,0.659454545454546,1.30502367272727,1.27,11.769,11.7845454545455,72.9570545454546,-54.0088181818182,-1.34302909090909,0.339561454545455,0.713272727272727,1.30885304909091,1.22909090909091,11.6834545454545,11.6844545454545,66.5858909090909,-55.6203272727273,-1.32102818181818,0.325777636363636,0.792636363636364,1.27334420363636,1.19636363636364,11.8344545454545,11.4767272727273,59.2065454545455,-55.4505545454545,-1.22683090909091,0.415988636363636,0.846090909090909,1.32830828181818,1.10636363636364,11.8984545454545,11.4365454545455,47.0798272727273,-54.1946,-1.20434818181818,0.457706454545455,-0.0135691578181818,-0.0503314274545455,-0.157047491181818,-0.187496716727273,-0.0621919246363636,-0.349240518363636,-0.0736455214545455,-0.390645477,-0.0765486881818182,0.173664602818182,-0.0195206154545455,0.163566412818182,0.0755089809090909,0.144279120090909,0.117410834545455,0.126793405909091,12204.2727272727,0.554979,0.547059,0.208543,0.393889
2003,"Pacific white-sided dolphin",2,-0.230769230769231,1,1.2,-0.2,0.659454545454546,1.30502367272727,1.27,11.769,11.7845454545455,72.9570545454546,-54.0088181818182,-1.34302909090909,0.339561454545455,0.713272727272727,1.30885304909091,1.22909090909091,11.6834545454545,11.6844545454545,66.5858909090909,-55.6203272727273,-1.32102818181818,0.325777636363636,0.792636363636364,1.27334420363636,1.19636363636364,11.8344545454545,11.4767272727273,59.2065454545455,-55.4505545454545,-1.22683090909091,0.415988636363636,0.846090909090909,1.32830828181818,1.10636363636364,11.8984545454545,11.4365454545455,47.0798272727273,-54.1946,-1.20434818181818,0.457706454545455,-0.0135691578181818,-0.0503314274545455,-0.157047491181818,-0.187496716727273,-0.0621919246363636,-0.349240518363636,-0.0736455214545455,-0.390645477,-0.0765486881818182,0.173664602818182,-0.0195206154545455,0.163566412818182,0.0755089809090909,0.144279120090909,0.117410834545455,0.126793405909091,12204.2727272727,0.554979,0.547059,0.208543,0.393889
2003,"Stejnegers beaked whale",1,-0.5,1,1,0,0.659454545454546,1.30502367272727,1.27,11.769,11.7845454545455,72.9570545454546,-54.0088181818182,-1.34302909090909,0.339561454545455,0.713272727272727,1.30885304909091,1.22909090909091,11.6834545454545,11.6844545454545,66.5858909090909,-55.6203272727273,-1.32102818181818,0.325777636363636,0.792636363636364,1.27334420363636,1.19636363636364,11.8344545454545,11.4767272727273,59.2065454545455,-55.4505545454545,-1.22683090909091,0.415988636363636,0.846090909090909,1.32830828181818,1.10636363636364,11.8984545454545,11.4365454545455,47.0798272727273,-54.1946,-1.20434818181818,0.457706454545455,-0.0135691578181818,-0.0503314274545455,-0.157047491181818,-0.187496716727273,-0.0621919246363636,-0.349240518363636,-0.0736455214545455,-0.390645477,-0.0765486881818182,0.173664602818182,-0.0195206154545455,0.163566412818182,0.0755089809090909,0.144279120090909,0.117410834545455,0.126793405909091,12204.2727272727,0.554979,0.547059,0.208543,0.393889
2004,"Gray whale",6,-2.73333333333333,2,2.4,-0.4,0.407916666666667,0.441217344166667,0.560833333333333,12.0069166666667,12.5985,39.624675,-55.2741,-2.0473,0.170795916666667,0.4,0.4822859275,0.499166666666667,11.99375,12.3080833333333,42.63705,-52.722,-1.8473725,0.158042916666667,0.374083333333333,0.490361319166667,0.501666666666667,11.9571666666667,12.2165833333333,49.5736666666667,-50.2995083333333,-1.87509166666667,0.0978560833333333,0.341,0.55626739,0.545,11.7106666666667,12.1503333333333,64.8459083333333,-49.31795,-1.9607675,0.0278634166666666,0.111584938666667,0.615980282416667,0.098418272,0.32556361575,0.0618349386666667,0.23406361575,-0.184665061333333,0.16781361575,-0.191735914833333,0.192336279833333,-0.178296223166667,0.182197581333333,-0.170946955666667,0.182803329666667,-0.154257422333333,0.1688972375,12585.3333333333,0.306804,0.12362,1.19523,1.42007
2004,"Harbor porpoise",33,-30.8666666666667,5,12.3571428571429,-7.35714285714286,0.407916666666667,0.441217344166667,0.560833333333333,12.0069166666667,12.5985,39.624675,-55.2741,-2.0473,0.170795916666667,0.4,0.4822859275,0.499166666666667,11.99375,12.3080833333333,42.63705,-52.722,-1.8473725,0.158042916666667,0.374083333333333,0.490361319166667,0.501666666666667,11.9571666666667,12.2165833333333,49.5736666666667,-50.2995083333333,-1.87509166666667,0.0978560833333333,0.341,0.55626739,0.545,11.7106666666667,12.1503333333333,64.8459083333333,-49.31795,-1.9607675,0.0278634166666666,0.111584938666667,0.615980282416667,0.098418272,0.32556361575,0.0618349386666667,0.23406361575,-0.184665061333333,0.16781361575,-0.191735914833333,0.192336279833333,-0.178296223166667,0.182197581333333,-0.170946955666667,0.182803329666667,-0.154257422333333,0.1688972375,12585.3333333333,0.306804,0.12362,1.19523,1.42007
2005,"Gray whale",17,8.26666666666667,4,2.4,1.6,0.615416666666667,-1.18003457058333,0.5175,12.2619166666667,12.702,73.7018416666667,-8.24244166666667,-1.797565,-1.16258155555556,0.636833333333333,-1.01744300391667,0.618333333333333,12.2833333333333,13.0381111111111,74.3177416666667,-10.5431666666667,-1.8724075,-1.01917111111111,0.65975,-0.86598865725,0.668333333333333,12.4481666666667,13.2373333333333,69.4454333333333,-13.7280416666667,-1.74631416666667,-0.729042666666667,0.664,-0.692961761416667,0.65,12.56825,13.2655555555556,64.58245,-15.4455916666667,-1.7258225,-0.598966777777778,0.366584938666667,0.126525951555556,0.388001605333333,0.462637062666667,0.552834938666667,0.661859284888889,0.672918272,0.690081507111111,-0.52411161725,0.430603635,-0.585408840583333,0.417625856833333,-0.59383522975,0.4206448385,-0.651454673333333,0.397917060666667,12950.5,0.124197,0.0738636,0.893062,0.237365
2006,"Fin whale",3,1.2,2,1.5,0.5,-0.02675,-0.688805266666667,-0.0166666666666667,12.16075,11.84625,78.6997,-31.125725,-0.38487,1.530882375,-0.0690833333333333,-0.791479533333333,0.0233333333333333,12.241375,11.7385833333333,75.7330583333333,-30.5819416666667,-0.30106875,1.455662375,-0.103,-0.855263366666667,0.0983333333333333,12.1942222222222,11.7835,71.079925,-31.2424,-0.663085555555556,1.52634025,-0.11975,-0.9524217025,0.124166666666667,12.1615,11.9229166666667,68.7515083333333,-31.5284666666667,-0.914035,0.886406333333333,0.13003383,-0.136269717583333,0.21065883,-0.24393638425,0.111534700777778,-0.199019717583333,0.0989942742,-0.0596030509166667,-0.109843799090909,0.0898059012727273,-0.0469013718181818,0.0972139825454545,-0.0314407654545455,0.0526301425454545,-0.0304392502727273,0.0970094352727273,13315.5,0.309274,0.0235695,0.124759,0.208015
