"County","National.Database.Number","Field.Number","HI","Nmfs.Regional.Number","Confidence.Code","Common.Name","Genus","Species","Report.Status","Examiner.Name","Affiliation","Stranding.Agreement.Authority","Region","Country","City","State","Body.of.Water","Locality.Detail","Latitude","Latitude.Units","Latitude.Actual.Estimate","Longitude","Longitude.Units","Longitude.Actual.Estimate","How.lat.long.determined","Restrand","Findings.of.Human.Interaction","Observation.Date","Year.of.Observation","Month.of.Observation","Day.of.Observation","How.Observed","Obs.Date.estimate.explaination","Observation.Date.Act.Est","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Date.of.Necropsy","Year.of.Necropsy","Month.of.Necropsy","Day.of.Necropsy","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","Long_error","Lat_error","long_corr","lat_corr","mean_lat","mean_long"
"Pierce","NW-2007-1075013","CRC-826","Confirmed","07NWR10110","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Gig Harbor","WA","Henderson Bay","down cliff behind homes on 102 Ave Ct NW",47.3669,"dd.dddd","NA",-122.6788,"dd.dddd","NA","GPS","N","Y","2007-OCT-29",2007,"OCT","29","Beach or Land","NA","NA","Moderate Decomposition","N","2007-OCT-30","2007","OCT","30","Moderate Decomposition","N","Female","Adult","170","cm","Actual","60","kg","2007-OCT-31","2007","OCT","31","CRC/WDFW","reported 29 Oct 07 but first seen on 26-Oct. Area where tribal fishing has been occuring, found in immediate area of CRC-827 (another harbor porpoise).","Harbor porpoise","Inland_WA",0.0223615384615243,-0.0701380769230795,-122.6788,47.3669,47.2967619230769,-122.656438461538
"Pierce","NW-2018-1203534","WDFW2018-041",NA,"18NWR04047","NA","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Dyanna Lambourn","Washington Department of Fish and Wildlife","Washington Department of Fish and Wildlife","NW","United States","Steilacoom","WA","Puget Sound","~100yard out off Sunnyside beach",47.1789,"dd.dddd","estimate",-122.5923,"dd.dddd","estimate","Internet","N","CBD","2018-APR-15",2018,"APR","15","NA","NA","NA","Mummified/Skeletal","N","2018-APR-15","2018","APR","15","Mummified/Skeletal","N","Unid","Unid","0","NA","notMeasured","0","NA","NA","NA","NA","NA","NA","Found during Scuba diving at the park. Pictures taken and sent to WDFW and CRC for ID.. . . Poproise was mostly skelatal and only pictures taken","Harbor porpoise","Inland_WA",-0.0641384615384624,0.117861923076923,-122.5923,47.1789,47.2967619230769,-122.656438461538
"Pierce","NW-2016-1193476","WDFW2016-136",NA,"16NWR10046","Confirmed- Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Dyanna Lambourn","WDFW/MMI","WDFW/MMI","NW","United States","Gig Harbor","WA","Puget Sound","42 Point Fosdick Drive",47.2555,"dd.dddd","actual",-122.59,"dd.dddd","actual","NA","N","CBD","2016-OCT-09",2016,"OCT","9","Beach or Land","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","Fresh Dead","N","Unid","Calf","100","cm","estimate","18","kg","NA","NA","NA","NA","NA","RP Found 8 a.m. .a dead hbr. porpoise pup (newborn?) it was 36 "" long & 35-40 lbs. Took pictures and decided since it was the weekend he would ""return it to the sea"".","Harbor porpoise","Inland_WA",-0.0664384615384535,0.0412619230769238,-122.59,47.2555,47.2967619230769,-122.656438461538
"Pierce","NW-2019-1220637","WDFW2019-042",NA,"19NWR06096","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Dyanna Lambourn","Washington Department of Fish and Wildlife","Washington Department of Fish and Wildlife","NW",NA,"Purdy","WA","Puget Sound","Burley Lagoon",47.3924,"decimal degrees","actual",-122.6367,"decimal degrees","actual","Internet","N","CBD","2019-JUN-02",2019,"JUN","2","Beach or Land",NA,NA,"Fresh Dead","Y","2019-JUN-09","2019","JUN","9","Advanced Decomposition","N","Female","Adult","147","cm","actual","60","kg",NA,NA,NA,NA,NA,"Dead porpoise float ing burley lagoon; Aleerted nieghbor and Shell CO working in lagoon did not find until reported on 6/8/19. Enger complex reported been on beach for at least 2 day though was fish. picked up on 6/9 by KMH and GLLHAfter pushed off and float 4 nieghbors down. L- 147 AD F not PG. Took skull.. . .","Harbor porpoise","Inland_WA",-0.0197384615384664,-0.0956380769230805,-122.6367,47.3924,47.2967619230769,-122.656438461538
"Pierce","NW-2019-1220635","WDFW2019-040",NA,"19NWR05104","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Dyanna Lambourn","Washington Department of Fish and Wildlife","Washington Department of Fish and Wildlife","NW",NA,"Fox Island","WA","Puget Sound","~1/2 from Kamas Beach Access",47.2433,"decimal degrees","estimate",-122.633,"decimal degrees","estimate","Internet","N","CBD","2019-MAY-27",2019,"MAY","27","Beach or Land",NA,NA,"Fresh Dead","Y","2019-MAY-28","2019","MAY","28","Moderate Decomposition","N","Female","Adult","140","cm","estimate","60","kg",NA,NA,NA,NA,NA,"Reported dead mostly scavenged. WV and CRC responded when responding to another case on 27 May19. Breif exam and Took the head and Uterus. . .","Harbor porpoise","Inland_WA",-0.0234384615384613,0.0534619230769238,-122.633,47.2433,47.2967619230769,-122.656438461538
"Pierce","NW-2017-1195780","CRC-1584",NA,"17NWR04032","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Erin Keene","Cascadia Research","Cascadia Research","NW","United States","Anderson Island","WA","Puget Sound","Andy's Marine Park, 1/2 mile S of trailhead",47.1445,"dd.dddd","estimate",-122.7319,"dd.dddd","estimate","Internet/Software","N","CBD","2017-APR-05",2017,"APR","5","Beach or Land","NA","NA","Fresh Dead","N","2017-APR-05","2017","APR","5","Fresh Dead","N","Female","Adult","175","cm","estimate","NA","NA","2017-APR-06","2017","APR","6","CRC/WDFW","long hike to beach so unable to recover carcass. Few samples available to retrieve due to scavenging.","Harbor porpoise","Inland_WA",0.0754615384615533,0.152261923076921,-122.7319,47.1445,47.2967619230769,-122.656438461538
"Pierce","NW-2019-1209620","WDFW2019-019",NA,"19NWR02019","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Dyanna Lambourn","Washington Department of Fish and Wildlife","Washington Department of Fish and Wildlife","NW",NA,"Longbranch","WA","Puget Sound","Longbranch, Joemma Beach State Park beach",47.223,"decimal degrees","estimate",-122.8085,"decimal degrees","estimate","Internet","N","CBD","2019-FEB-27",2019,"FEB","27","Beach or Land",NA,NA,"Moderate Decomposition","N",NA,NA,NA,NA,"Fresh Dead","N","Unid","Subadult","0",NA,"notMeasured","0",NA,NA,NA,NA,NA,NA,"porpoise I saw near Longbranch, Joemma Beach State Park beach at low tide on Monday...pictures show black fin and tail and nose ..no skin on body approximate length 3 feet.À. . .","Harbor porpoise","Inland_WA",0.152061538461538,0.0737619230769226,-122.8085,47.223,47.2967619230769,-122.656438461538
"Pierce","NW-2017-1196591","WDFW2017-024",NA,"17NWR04045","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Dyanna Lambourn","WDFW/MMI","WDFW/MMI","NW","United States","McNeil Island","WA","Puget Sound","Floating in front of dry dock",47.1942,"dd.dddd","actual",-122.6594,"dd.dddd","actual","Internet/Software","N","CBD","2017-APR-27",2017,"APR","27","Floating","NA","NA","Fresh Dead","N","2017-APR-27","2017","APR","27","Fresh Dead","N","Female","Adult","152","cm","actual","57","kg","2017-APR-28","2017","APR","28","CRC/ WDFW","Reported floating of the dry dock area by the ferry. MI fire Department picked up and transported across to WDFW/ MMI. Necropsied same day.","Harbor porpoise","Inland_WA",0.00296153846153402,0.102561923076919,-122.6594,47.1942,47.2967619230769,-122.656438461538
"Pierce","NW-2016-1191237","CRC-1522",NA,"16NWR04069","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Jessie Huggins","Cascadia Research","Cascadia Research","NW","United States","Lakebay","WA","Puget Sound","Penrose state park, between boat launch and point",47.2593,"dd.dddd","estimate",-122.7473,"dd.dddd","estimate","Internet/Software","N","N","2016-APR-30",2016,"APR","30","Swimming","NA","NA","Alive","N","2016-APR-30","2016","APR","30","Fresh Dead","N","Male","Adult","159","cm","actual","52","kg","2016-APR-30","2016","APR","30","CRC/WDFW","live at 11:30am, dead by 13:30. Picked up and put on ice by state parks, necropsy same evening.","Harbor porpoise","Inland_WA",0.090861538461553,0.0374619230769184,-122.7473,47.2593,47.2967619230769,-122.656438461538
"Pierce","NW-2017-1198869","WDFW2017-112","Probable","17NWR08063","Confirmed- High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Dyanna Lambourn","WDFW/MMI","WDFW/MMI","NW","United States","Purdy","WA","Puget Sound","Spit Near Power tower",47.3831,"dd.dddd","actual",-122.6295,"dd.dddd","actual","NA","N","Y","2017-AUG-30",2017,"AUG","30","Beach or Land","NA","NA","Fresh Dead","N","2017-AUG-30","2017","AUG","30","Fresh Dead","N","Male","Calf","104","cm","actual","19.5","kg","2017-AUG-30","2017","AUG","30","WDFW/MMI","Reported Fresh dead coming in with tide in AM. Still on the beach in the afternoon. Collected for necropsy. Active Tribal(Puyallup) fishing in area. Two nets 1 set net and other fishing more in middle. In Bay area. No other commercial fishing in area","Harbor porpoise","Inland_WA",-0.0269384615384638,-0.0863380769230773,-122.6295,47.3831,47.2967619230769,-122.656438461538
"San Juan","NW-2000-1023633","2000-SJ017",NA,"NMFSNW-1435","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Whale Museum","NA","Unknown","NW","United States","Lopez Island","WA","San Juan Channel","West Beach; ~1.5 miles south of Otis Perkins Beach at high tide line",48.5045,"dd.dddd","NA",-122.9358,"dd.dddd","NA","NA","NA","N","2000-MAR-29",2000,"MAR","29","NA","NA","NA","Fresh Dead","N","2000-MAR-30","2000","MAR","30","Advanced Decomposition","N","Unid","Unid","43","cm","actual","30","in","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",-0.0589727272727316,-0.00398083333333688,-122.9358,48.5045,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1120956","2010-SJ074",NA,"10NWR08015","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Jackson Beach",48.52,"dd.dddd","actual",-123.0087,"dd.dddd","actual","GPS","N","CBD","2010-AUG-10",2010,"AUG","10","Beach or Land","NA","NA","Condition Unknown","N","2010-AUG-16","2010","AUG","16","Fresh Dead","N","Male","Calf","89","cm","actual","10.2","kg","2010-AUG-16","2010","AUG","16","J Gaydos","NA","Harbor porpoise","Inland_WA",0.0139272727272584,-0.0194808333333398,-123.0087,48.52,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1115001","2010-SJ009",NA,"10NWR05005","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Deadman Cove",48.51331,"dd.dddd","estimate",-123.1477,"dd.dddd","estimate","Internet","N","CBD","2010-MAY-08",2010,"MAY","8","Beach or Land","NA","NA","Fresh Dead","N","2010-MAY-11","2010","MAY","11","Fresh Dead","N","Male","Adult","136","cm","actual","NA","NA","2010-MAY-11","2010","MAY","11","J. Gaydos","NA","Harbor porpoise","Inland_WA",0.152927272727268,-0.0127908333333338,-123.1477,48.51331,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1122416","2010-SJ094",NA,"10NWR08055","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Jackson Beach",48.5195,"dd.dddd","actual",-123.011,"dd.dddd","actual","GPS","N","N","2010-AUG-31",2010,"AUG","31","Beach or Land","NA","NA","Condition Unknown","N","2010-AUG-31","2010","AUG","31","Fresh Dead","N","Male","Calf","106","cm","actual","16.9","kg","2010-SEP-02","2010","SEP","2","J Gaydos","This calf was in good nutritional and postmortem condition. No obvious causes of death could be determined during necropsy.","Harbor porpoise","Inland_WA",0.0162272727272779,-0.0189808333333374,-123.011,48.5195,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1115002","2010-SJ008",NA,"10NWR05006","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Jackson Beach",48.52013,"dd.dddd","estimate",-123.009,"dd.dddd","estimate","Internet","N","CBD","2010-MAY-03",2010,"MAY","3","Beach or Land","NA","NA","Fresh Dead","N","2010-MAY-04","2010","MAY","4","Fresh Dead","N","Female","Adult","156","cm","actual","NA","NA","2010-MAY-05","2010","MAY","5","J. Gaydos","The fetus we had in the freezer from theporpoise was transferred to Dawn Noren (NOAA, NWFSC) for testing.","Harbor porpoise","Inland_WA",0.0142272727272683,-0.0196108333333385,-123.009,48.52013,48.5005191666667,-122.994772727273
"San Juan","NW-2011-1131593","2011-SJ005",NA,"11NWR05003","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Lime Kiln State Park - North Beach",48.51986,"dd.dddd","estimate",-123.1525,"dd.dddd","estimate","Other","N","CBD","2011-MAY-28",2011,"MAY","28","Beach or Land","NA","NA","Condition Unknown","N","2011-MAY-28","2011","MAY","28","Advanced Decomposition","N","Female","Adult","173","cm","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.157727272727257,-0.019340833333338,-123.1525,48.51986,48.5005191666667,-122.994772727273
"San Juan","NW-2011-1136867","2011-SJ074","Confirmed","11NWR09038","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","Pacific Ocean","Beach Haven Resort",48.6926,"dd.dddd","estimate",-122.9502,"dd.dddd","estimate","Internet","N","Y","2011-SEP-29",2011,"SEP","29","Beach or Land","NA","NA","Fresh Dead","N","2011-OCT-05","2011","OCT","5","Fresh Dead","N","Male","Yearling","100","cm","actual","16.9","kg","2011-OCT-05","2011","OCT","5","J. Gaydos","This carcass had linear indentations around rostrum area indicating possible net entanglement.","Harbor porpoise","Inland_WA",-0.0445727272727225,-0.192080833333335,-122.9502,48.6926,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1140621","2012-SJ002",NA,"12NWR04001","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","Pacific Ocean","Camp Orkila",48.6993,"dd.dddd","actual",-122.9446,"dd.dddd","actual","GPS","N","CBD","2012-APR-01",2012,"APR","1","Beach or Land","NA","NA","Fresh Dead","N","2012-APR-02","2012","APR","2","Fresh Dead","N","Female","Adult","146","cm","actual","NA","NA","2012-APR-02","2012","APR","2","NA","NA","Harbor porpoise","Inland_WA",-0.0501727272727095,-0.198780833333338,-122.9446,48.6993,48.5005191666667,-122.994772727273
"San Juan","NW-2015-1172776","2015-SJ003",NA,"15NWR05001","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Network Volunteer","Whale Museum","Whale Museum","NW","United States","San Juan Island","WA","Pacific Ocean","Deadmans Bay, west side of San Juan Island",48.5132,"dd.dddd","actual",-123.1463,"dd.dddd","actual","GPS","N","Y","2015-MAY-13",2015,"MAY","13","Beach or Land","NA","NA","Fresh Dead","N","2015-MAY-13","2015","MAY","13","Fresh Dead","N","Female","Adult","162","cm","actual","56","kg","2015-JUN-24","2015","JUN","24","Joe Gaydos","Several prop wounds found on dorsal side of caudal peduncle. Pregnant with near full term fetus","Harbor porpoise","Inland_WA",0.151527272727265,-0.0126808333333344,-123.1463,48.5132,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1144841","2012-SJ038",NA,"12NWR08004","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Bellevue Point, floating off of",48.52729,"dd.dddd","estimate",-123.1643,"dd.dddd","estimate","Internet","N","N","2012-AUG-09",2012,"AUG","9","Floating","NA","NA","Fresh Dead","N","2012-AUG-10","2012","AUG","10","NA","N","Male","Calf","90","cm","actual","11.9","kg","2012-AUG-10","2012","AUG","10","J Gaydos","NA","Harbor porpoise","Inland_WA",0.169527272727265,-0.0267708333333374,-123.1643,48.52729,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1115003","2010-SJ013",NA,"10NWR05007","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","Cape San Juan Community Beach",48.46034,"dd.dddd","estimate",-122.9604,"dd.dddd","estimate","Internet","N","CBD","2010-MAY-16",2010,"MAY","16","Beach or Land","NA","NA","Fresh Dead","N","2010-MAY-16","2010","MAY","16","Fresh Dead","N","Female","Adult","167","cm","estimate","NA","NA","NA","NA","NA","NA","NA","Although a nice fresh carcass, it was so heavily scavenged by the time a responder got to it that almost no measurements were taken.","Harbor porpoise","Inland_WA",-0.034372727272725,0.0401791666666611,-122.9604,48.46034,48.5005191666667,-122.994772727273
"San Juan","NW-2011-1130157","2011-SJ002",NA,"11NWR04001","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","American Camp NP pocket beach",48.4568,"dd.dddd","actual",-123.0138,"dd.dddd","actual","GPS","N","CBD","2011-MAR-25",2011,"MAR","25","Beach or Land","NA","NA","Condition Unknown","N","2011-MAR-25","2011","MAR","25","Fresh Dead","N","Male","Subadult","128","cm","actual","NA","NA","NA","NA","NA","NA","NA","Although carcass was relatively fresh, it was heavily scavenged - see photos - so was left on site to the predators.","Harbor porpoise","Inland_WA",0.0190272727272713,0.0437191666666621,-123.0138,48.4568,48.5005191666667,-122.994772727273
"San Juan","NW-2008-1080553","2008-SJ031",NA,"08NWR07045","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Stuart Island","WA","Pacific Ocean","NW Stuart private beach",48.684,"dd.dddd","estimate",-123.234,"dd.dddd","estimate","Map","N","CBD","2008-JUL-29",2008,"JUL","29","Beach or Land","NA","NA","Fresh Dead","N","2008-AUG-01","2008","AUG","1","Fresh Dead","N","Male","Calf","81","cm","actual","NA","NA","2008-AUG-01","2008","AUG","1","J Gaydos","NA","Harbor porpoise","Inland_WA",0.239227272727277,-0.183480833333334,-123.234,48.684,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1144846","2012-SJ040",NA,"12NWR08006","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Jones Island","WA","Pacific Ocean","N of Jones in San Juan Channel",48.62417,"dd.dddd","actual",-123.0761,"dd.dddd","actual","GPS","N","CBD","2012-AUG-13",2012,"AUG","13","Floating","NA","NA","Fresh Dead","N","2012-AUG-21","2012","AUG","21","Fresh Dead","N","Male","Calf","93","cm","actual","13.5","kg","2012-AUG-21","2012","AUG","21","J Gaydos","Sub-cutaneous blubber is orange looking. Bruise on right caudal edge of thorax and cranial edge of abdomen (10 cm) in diameter from mid-ventral line all the way up: extends dorsally. Multifocal areas of hemorrhage at base of skull and right lateral of head that extends through muscle to subcutaneous fat. Bruising on cranial aspect of melon (more right than left). Pan fat is dark red (right side). Blood in chest cavity and blood in abdominal cavity. Right lung lobe darker, rib margins are visible ð foam in lungs. Bleeding in capsule of right kidney laterally. Spleen is soft as if its been ruptured. Caudal half of right kidney has sub-capsular hemorrhage. Fissure at cranial aspect of liver. Accessory spleen is firm. Hemorrhage in capsule on lateral side of L kidney. Bruising on bladder ð urine is dark red. Muscle on left side of head is dark red.","Harbor porpoise","Inland_WA",0.0813272727272647,-0.123650833333336,-123.0761,48.62417,48.5005191666667,-122.994772727273
"San Juan","NW-2008-1084375","2008-SJ060",NA,"08NWR10049","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","San Juan Island","WA","Pacific Ocean","American Camp pocket beach",48.45139,"dd.dddd","estimate",-123.0169,"dd.dddd","estimate","Map","N","CBD","2008-OCT-27",2008,"OCT","27","Beach or Land","NA","NA","Condition Unknown","N","2008-OCT-28","2008","OCT","28","Fresh Dead","N","Male","Subadult","116","cm","actual","NA","NA","2008-OCT-30","2008","OCT","30","J Gaydos","This animal washed up in an area where a lot of purse-seining had recently been taking place. The animal was missing its left flipper, but it didn't seem like the flipper had been cut off.","Harbor porpoise","Inland_WA",0.0221272727272748,0.0491291666666598,-123.0169,48.45139,48.5005191666667,-122.994772727273
"San Juan","NW-2010-1114998","2010-SJ011",NA,"10NWR05002","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Lopez Island","WA","Pacific Ocean","Sharks Reef Day Use park - floating offshore",48.47486,"dd.dddd","estimate",-122.9473,"dd.dddd","estimate","Internet","N","CBD","2010-MAY-09",2010,"MAY","9","Floating","NA","NA","Fresh Dead","Y","NA","NA","NA","NA","NA","N","Unid","Unid","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",-0.0474727272727193,0.0256591666666637,-122.9473,48.47486,48.5005191666667,-122.994772727273
"San Juan","NW-2007-1070285","2007-SJ082",NA,"07NWR08033","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","President's Channel","Spring Passage",48.6175,"dd.dddd","estimate",-123.0333,"dd.dddd","estimate","Map","N","CBD","2007-AUG-31",2007,"AUG","31","Floating","NA","NA","Fresh Dead","N","2007-SEP-01","2007","SEP","1","Fresh Dead","N","Female","Subadult","120","cm","actual","21.4","kg","2007-SEP-10","2007","SEP","10","J Gaydos","This porpoise was picked up in an area where there has been an unusual amount of harbor porpoise sightings/activity/feeding all summer long.","Harbor porpoise","Inland_WA",0.038527272727265,-0.116980833333336,-123.0333,48.6175,48.5005191666667,-122.994772727273
"San Juan","NW-2007-1072901","2007-SJ095",NA,"07NWR10097","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Lopez Island","WA","San Juan Channel","Otis Perkins County Park",48.5036,"dd.dddd","estimate",-122.9366,"dd.dddd","estimate","Map","N","CBD","2007-OCT-25",2007,"OCT","25","Beach or Land","NA","NA","Fresh Dead","N","2007-OCT-26","2007","OCT","26","Fresh Dead","N","Male","Calf","87","cm","actual","9.3","kg","2007-DEC-10","2007","DEC","10","J. Gaydos","NA","Harbor porpoise","Inland_WA",-0.0581727272727193,-0.00308083333333542,-122.9366,48.5036,48.5005191666667,-122.994772727273
"San Juan","NW-2009-1099475","2009-SJ090",NA,"09NWR10002","Confirmed - Minimum","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Obstruction Island","WA","Pacific Ocean","Private beach on east side",48.5969,"dd.dddd","estimate",-122.8041,"dd.dddd","estimate","Internet","N","CBD","2009-OCT-04",2009,"OCT","4","Beach or Land","NA","NA","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Unid","Subadult","122","cm","estimate","NA","NA","NA","NA","NA","NA","NA","A photo of this stranded carcass was emailed to the Network a few days after it was discovered. No investigation.","Harbor porpoise","Inland_WA",-0.190672727272727,-0.0963808333333347,-122.8041,48.5969,48.5005191666667,-122.994772727273
"San Juan","NW-2002-1027221","2002-SJ004",NA,"NMFSNW-4774","NA","Porpoise, harbor","Phocoena","phocoena","Validated","Whale Museum","NA","Unknown","NW","United States","San Juan Island","WA","San Juan Channel","Pear Point",48.515,"dd.dddd","NA",-122.9822,"dd.dddd","NA","NA","NA","N","2002-MAY-15",2002,"MAY","15","NA","NA","NA","Fresh Dead","N","2002-MAY-15","2002","MAY","15","Moderate Decomposition","N","Female","Unid","66","cm","actual","NA","NA","2003-NOV-07","2003","NOV","7","Raverty and Gaydos","NA","Harbor porpoise","Inland_WA",-0.0125727272727261,-0.0144808333333373,-122.9822,48.515,48.5005191666667,-122.994772727273
"San Juan","NW-2012-1142941","2012-SJ004",NA,"12NWR04006","Confirmed - Medium Report","Porpoise, harbor","Phocoena","phocoena","Validated","Amy Traxler","Whale Museum","San Juan County Marine Mammal Stranding Network","NW","United States","Orcas Island","WA","Pacific Ocean","Steep Point",48.6094,"dd.dddd","estimate",-123.0231,"dd.dddd","estimate","Internet","N","CBD","2012-APR-25",2012,"APR","25","Beach or Land","NA","NA","Moderate Decomposition","N","2012-APR-25","2012","APR","25","Mummified/Skeletal","N","Unid","Unid","0","cm","estimate","NA","NA","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA",0.0283272727272674,-0.108880833333338,-123.0231,48.6094,48.5005191666667,-122.994772727273
"San Juan","NW-2003-1001906","2003-SJ038",NA,"03NWR07071","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Validated","Whale Museum","Whale Museum","Whale Museum","NW","United States","Orcas Island","WA","President's Channel","North Beach",48.711,"dd.dddd","N",-122.9325,"dd.dddd","N","NA","NA","CBD","2003-JUL-28",2003,"JUL","28","Beach or Land","NA","NA","Fresh Dead","N","2003-JUL-28","2003","JUL","28","Fresh Dead","N","Female","Calf","84.4","cm","actual","NA","NA","NA","NA","NA","NA","Raverty and Gaydos","NA","Harbor porpoise","Inland_WA",-0.0622727272727275,-0.210480833333335,-122.9325,48.711,48.5005191666667,-122.994772727273
"San Juan","NW-2019-1213954","2019-SJ016",NA,"19NWR06069","Confirmed - High Report","Porpoise, harbor","Phocoena","phocoena","Ready for Regional Validation","Jennifer Olson","Whale Museum","Whale Museum","NW",NA,"San Juan Island","WA","Pacific Ocean","Pear Point, 23 Bluewater Ln",48.5179,"decimal degrees","actual",-122.9814,"decimal degrees","actual","GPS","N","Y","2019-JUN-26",2019,"JUN","26","Beach or Land",NA,NA,"Fresh Dead","Y","2019-JUN-26","2019","JUN","26","Fresh Dead","N","Male","Unid","133.5","cm","actual","89.6","kg","2019-JUL-24","2019","JUL","24","WM","dead fresh harbor porpoise with evidence of extensive injury from prop wound. Most skin and blubber missing from back of skull to dorsal fin. Linear cuts present under left pectoral fin ~13.5cm, dorso-caudal to mid thorax 33cm, then cranial ?19.5cm, then caudal of right dorsal 19cm, then cranial to right pectoral fin ~21cm. Scavenging along flukes and face, likely post mortem. Eyes intact. Multiple lesions.. . Significant clean-cut wound wrapping around upper body nwith most of skin and blubber missing from behind the head to the dorsal fin. Multiple lesions on lower half of body, though minor in comparison. Suspected propeller strike.","Harbor porpoise","Inland_WA",-0.0133727272727242,-0.0173808333333341,-122.9814,48.5179,48.5005191666667,-122.994772727273
