MEI,NPGO,PDO,SST_39,SST_44,Upwelling_39,Upwelling_45,Wind_39,Wind_44,ENSO_cat,MEI_lag1,NPGO_lag1,PDO_lag1,SST_39_lag1,SST_44_lag1,Upwelling_39_lag1,Upwelling_45_lag1,Wind_39_lag1,Wind_44_lag1,ENSO_cat_lag1,MEI_lag2,NPGO_lag2,PDO_lag2,SST_39_lag2,SST_44_lag2,Upwelling_39_lag2,Upwelling_45_lag2,Wind_39_lag2,Wind_44_lag2,ENSO_cat_lag2,MEI_lag3,NPGO_lag3,PDO_lag3,SST_39_lag3,SST_44_lag3,Upwelling_39_lag3,Upwelling_45_lag3,Wind_39_lag3,Wind_44_lag3,ENSO_cat_lag3,SST_39_anom,SST_44_anom,SST_39_anom_lag1,SST_44_anom_lag1,SST_39_anom_lag2,SST_44_anom_lag2,SST_39_anom_lag3,SST_44_anom_lag3,CBA_North,CBA_South,CBA_North_lag1,CBA_South_lag1,CBA_North_lag2,CBA_South_lag2,CBA_North_lag3,CBA_South_lag3,Month.of.Observation,Year.of.Observation
-0.57,-1.2539972,0.2,13.022,10.737,-141.1844,-164.0151,2.80579,3.545749,La Nina,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,La Nina,-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,La Nina,0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,El Nino,0.775923077,-0.324,-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.90572,-1.511590909,0.090627454,0.1648517,-0.40659964,-0.076238655,NA,NA,0.4306089,0.1240863,MAR,2006
-0.438,-0.6497689,1.03,12.686,11.455,-18.2532,-175.2138,1.18235,6.284409,La Nina,-0.57,-1.2539972,0.2,13.022,10.737,-141.1844,-164.0151,2.80579,3.545749,La Nina,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,La Nina,-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,La Nina,1.03784,1.098666667,0.775923077,-0.324,-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.39975557,-0.020957625,0.090627454,0.1648517,-0.40659964,-0.076238655,NA,NA,APR,2006
-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,La Nina,-0.438,-0.6497689,1.03,12.686,11.455,-18.2532,-175.2138,1.18235,6.284409,La Nina,-0.57,-1.2539972,0.2,13.022,10.737,-141.1844,-164.0151,2.80579,3.545749,La Nina,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,La Nina,0.332666667,0.258263158,1.03784,1.098666667,0.775923077,-0.324,-0.337615385,-0.214958333,-0.6223012,-0.011273817,-0.39975557,-0.020957625,0.090627454,0.1648517,-0.40659964,-0.076238655,MAY,2006
-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,La Nina,-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,La Nina,-0.438,-0.6497689,1.03,12.686,11.455,-18.2532,-175.2138,1.18235,6.284409,La Nina,-0.57,-1.2539972,0.2,13.022,10.737,-141.1844,-164.0151,2.80579,3.545749,La Nina,0.165333333,0.0741,0.332666667,0.258263158,1.03784,1.098666667,0.775923077,-0.324,0.18079934,0.17680886,-0.6223012,-0.011273817,-0.39975557,-0.020957625,0.090627454,0.1648517,JUN,2006
-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,La Nina,-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,La Nina,-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,La Nina,-0.438,-0.6497689,1.03,12.686,11.455,-18.2532,-175.2138,1.18235,6.284409,La Nina,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,1.03784,1.098666667,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,-0.39975557,-0.020957625,JUL,2006
0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,El Nino,-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,La Nina,-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,La Nina,-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,La Nina,NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,AUG,2006
0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,El Nino,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,El Nino,-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,La Nina,-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,La Nina,NA,0.248863636,NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.35582858,0.110138156,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,SEP,2006
0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,El Nino,0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,El Nino,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,El Nino,-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,La Nina,NA,-0.982590909,NA,0.248863636,NA,-0.374045455,0.986958333,0.33235,0.042693056,-0.10996466,0.35582858,0.110138156,-0.12497515,0.036378242,0.17520729,0.045525607,OCT,2006
0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,El Nino,0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,El Nino,0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,El Nino,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,El Nino,NA,-1.317772727,NA,-0.982590909,NA,0.248863636,NA,-0.374045455,-0.23804815,0.6299997,0.042693056,-0.10996466,0.35582858,0.110138156,-0.12497515,0.036378242,NOV,2006
0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,El Nino,0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,El Nino,0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,El Nino,0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,El Nino,-1.55072,-0.219590909,NA,-1.317772727,NA,-0.982590909,NA,0.248863636,-0.2617578,0.042597406,-0.23804815,0.6299997,0.042693056,-0.10996466,0.35582858,0.110138156,DEC,2006
0.955,-1.049328,-0.05,13.379,11.106,97.2565,29.4158,-2.95789,-2.59973,El Nino,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,El Nino,0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,El Nino,0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,El Nino,0.538884615,-1.808521739,-1.55072,-0.219590909,NA,-1.317772727,NA,-0.982590909,0.15897083,-0.001061574,-0.2617578,0.042597406,-0.23804815,0.6299997,0.042693056,-0.10996466,JAN,2007
1.286,-0.9956317,-0.22,13.124,11.509,15.5851,-163.2999,-0.45258,5.921389,El Nino,0.955,-1.049328,-0.05,13.379,11.106,97.2565,29.4158,-2.95789,-2.59973,El Nino,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,El Nino,0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,El Nino,0.374384615,-0.461958333,0.538884615,-1.808521739,-1.55072,-0.219590909,NA,-1.317772727,0.554267,-0.062927544,0.15897083,-0.001061574,-0.2617578,0.042597406,-0.23804815,0.6299997,FEB,2007
0.951,-0.15656681,0.14,12.105,11.151,-14.1327,-162.5179,1.01694,3.766801,El Nino,1.286,-0.9956317,-0.22,13.124,11.509,15.5851,-163.2999,-0.45258,5.921389,El Nino,0.955,-1.049328,-0.05,13.379,11.106,97.2565,29.4158,-2.95789,-2.59973,El Nino,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,El Nino,-0.141076923,0.09,0.374384615,-0.461958333,0.538884615,-1.808521739,-1.55072,-0.219590909,-0.25149754,-0.15655942,0.554267,-0.062927544,0.15897083,-0.001061574,-0.2617578,0.042597406,MAR,2007
0.985,-0.41242257,0.01,10.82,9.697,90.2147,-13.8375,-4.66366,1.256797,El Nino,0.951,-0.15656681,0.14,12.105,11.151,-14.1327,-162.5179,1.01694,3.766801,El Nino,1.286,-0.9956317,-0.22,13.124,11.509,15.5851,-163.2999,-0.45258,5.921389,El Nino,0.955,-1.049328,-0.05,13.379,11.106,97.2565,29.4158,-2.95789,-2.59973,El Nino,-0.82816,-0.659333333,-0.141076923,0.09,0.374384615,-0.461958333,0.538884615,-1.808521739,0.19754444,-0.316228,-0.25149754,-0.15655942,0.554267,-0.062927544,0.15897083,-0.001061574,APR,2007
0.542,-0.13522555,0.04,11.012,9.561,29.024,-65.2927,0.11124,4.288209,El Nino,0.985,-0.41242257,0.01,10.82,9.697,90.2147,-13.8375,-4.66366,1.256797,El Nino,0.951,-0.15656681,0.14,12.105,11.151,-14.1327,-162.5179,1.01694,3.766801,El Nino,1.286,-0.9956317,-0.22,13.124,11.509,15.5851,-163.2999,-0.45258,5.921389,El Nino,-0.415333333,-0.577736842,-0.82816,-0.659333333,-0.141076923,0.09,0.374384615,-0.461958333,0.11316821,-0.26205623,0.19754444,-0.316228,-0.25149754,-0.15655942,0.554267,-0.062927544,MAY,2007
0.112,-0.54870766,-0.36,10.793,10.042,115.9049,-13.1684,-4.16969,2.198372,El Nino,0.542,-0.13522555,0.04,11.012,9.561,29.024,-65.2927,0.11124,4.288209,El Nino,0.985,-0.41242257,0.01,10.82,9.697,90.2147,-13.8375,-4.66366,1.256797,El Nino,0.951,-0.15656681,0.14,12.105,11.151,-14.1327,-162.5179,1.01694,3.766801,El Nino,-0.422666667,-0.0739,-0.415333333,-0.577736842,-0.82816,-0.659333333,-0.141076923,0.09,0.31605434,-0.15427947,0.11316821,-0.26205623,0.19754444,-0.316228,-0.25149754,-0.15655942,JUN,2007
0.015,0.26091993,0.16,10.126,10.51,132.0192,-2.7801,-4.73315,0.688811,El Nino,0.112,-0.54870766,-0.36,10.793,10.042,115.9049,-13.1684,-4.16969,2.198372,El Nino,0.542,-0.13522555,0.04,11.012,9.561,29.024,-65.2927,0.11124,4.288209,El Nino,0.985,-0.41242257,0.01,10.82,9.697,90.2147,-13.8375,-4.66366,1.256797,El Nino,-0.857041667,-0.22865,-0.422666667,-0.0739,-0.415333333,-0.577736842,-0.82816,-0.659333333,0.14115173,-0.12507625,0.31605434,-0.15427947,0.11316821,-0.26205623,0.19754444,-0.316228,JUL,2007
0.247,0.69090426,-0.1,10.109,11.412,185.3527,48.9892,-5.34845,-3.941081,El Nino,0.015,0.26091993,0.16,10.126,10.51,132.0192,-2.7801,-4.73315,0.688811,El Nino,0.112,-0.54870766,-0.36,10.793,10.042,115.9049,-13.1684,-4.16969,2.198372,El Nino,0.542,-0.13522555,0.04,11.012,9.561,29.024,-65.2927,0.11124,4.288209,El Nino,-0.959043478,-0.881045455,-0.857041667,-0.22865,-0.422666667,-0.0739,-0.415333333,-0.577736842,0.036174845,0.00027,0.14115173,-0.12507625,0.31605434,-0.15427947,0.11316821,-0.26205623,AUG,2007
-0.215,1.2335978,0.09,10.749,14.055,209.1233,14.1568,-5.58815,-1.159497,La Nina,0.247,0.69090426,-0.1,10.109,11.412,185.3527,48.9892,-5.34845,-3.941081,El Nino,0.015,0.26091993,0.16,10.126,10.51,132.0192,-2.7801,-4.73315,0.688811,El Nino,0.112,-0.54870766,-0.36,10.793,10.042,115.9049,-13.1684,-4.16969,2.198372,El Nino,-0.30188,0.363863636,-0.959043478,-0.881045455,-0.857041667,-0.22865,-0.422666667,-0.0739,0.08292858,0.19364926,0.036174845,0.00027,0.14115173,-0.12507625,0.31605434,-0.15427947,SEP,2007
-0.288,1.229531,0.78,NA,16.177,148.4023,28.2431,NA,-1.219459,La Nina,-0.215,1.2335978,0.09,10.749,14.055,209.1233,14.1568,-5.58815,-1.159497,La Nina,0.247,0.69090426,-0.1,10.109,11.412,185.3527,48.9892,-5.34845,-3.941081,El Nino,0.015,0.26091993,0.16,10.126,10.51,132.0192,-2.7801,-4.73315,0.688811,El Nino,NA,2.472409091,-0.30188,0.363863636,-0.959043478,-0.881045455,-0.857041667,-0.22865,-0.25669026,0.020113118,0.08292858,0.19364926,0.036174845,0.00027,0.14115173,-0.12507625,OCT,2007
-0.441,1.4398364,0.5,14.174,14.64,120.0857,29.5966,-3.0873,-2.450875,La Nina,-0.288,1.229531,0.78,NA,16.177,148.4023,28.2431,NA,-1.219459,La Nina,-0.215,1.2335978,0.09,10.749,14.055,209.1233,14.1568,-5.58815,-1.159497,La Nina,0.247,0.69090426,-0.1,10.109,11.412,185.3527,48.9892,-5.34845,-3.941081,El Nino,1.675541667,1.441227273,NA,2.472409091,-0.30188,0.363863636,-0.959043478,-0.881045455,-0.13489814,-0.30661696,-0.25669026,0.020113118,0.08292858,0.19364926,0.036174845,0.00027,NOV,2007
-1.181,0.90945256,-0.36,13.545,13.088,91.8116,20.4129,-2.55097,-1.815342,La Nina,-0.441,1.4398364,0.5,14.174,14.64,120.0857,29.5966,-3.0873,-2.450875,La Nina,-0.288,1.229531,0.78,NA,16.177,148.4023,28.2431,NA,-1.219459,La Nina,-0.215,1.2335978,0.09,10.749,14.055,209.1233,14.1568,-5.58815,-1.159497,La Nina,0.40928,-0.518590909,1.675541667,1.441227273,NA,2.472409091,-0.30188,0.363863636,0.24054222,-0.49075815,-0.13489814,-0.30661696,-0.25669026,0.020113118,0.08292858,0.19364926,DEC,2007
-1.217,1.2667713,-1.45,13.274,12.212,57.4057,-42.943,-1.72113,1.502561,La Nina,-1.181,0.90945256,-0.36,13.545,13.088,91.8116,20.4129,-2.55097,-1.815342,La Nina,-0.441,1.4398364,0.5,14.174,14.64,120.0857,29.5966,-3.0873,-2.450875,La Nina,-0.288,1.229531,0.78,NA,16.177,148.4023,28.2431,NA,-1.219459,La Nina,0.433884615,-0.702521739,0.40928,-0.518590909,1.675541667,1.441227273,NA,2.472409091,NA,NA,0.24054222,-0.49075815,-0.13489814,-0.30661696,-0.25669026,0.020113118,JAN,2008
-1.165,0.72604054,-1.08,12.049,11.136,63.5586,-43.6681,-2.07503,0.159414,La Nina,-1.217,1.2667713,-1.45,13.274,12.212,57.4057,-42.943,-1.72113,1.502561,La Nina,-1.181,0.90945256,-0.36,13.545,13.088,91.8116,20.4129,-2.55097,-1.815342,La Nina,-0.441,1.4398364,0.5,14.174,14.64,120.0857,29.5966,-3.0873,-2.450875,La Nina,-0.700615385,-0.834958333,0.433884615,-0.702521739,0.40928,-0.518590909,1.675541667,1.441227273,0.13033368,-0.2444331,NA,NA,0.24054222,-0.49075815,-0.13489814,-0.30661696,FEB,2008
-1.193,0.4564805,-0.58,10.493,NA,-21.7387,-163.8282,-1.07594,NA,La Nina,-1.165,0.72604054,-1.08,12.049,11.136,63.5586,-43.6681,-2.07503,0.159414,La Nina,-1.217,1.2667713,-1.45,13.274,12.212,57.4057,-42.943,-1.72113,1.502561,La Nina,-1.181,0.90945256,-0.36,13.545,13.088,91.8116,20.4129,-2.55097,-1.815342,La Nina,-1.753076923,NA,-0.700615385,-0.834958333,0.433884615,-0.702521739,0.40928,-0.518590909,0.5528608,-0.47198164,0.13033368,-0.2444331,NA,NA,0.24054222,-0.49075815,MAR,2008
-1.02,0.5546165,-1,10.322,NA,-38.7029,-99.0036,1.57984,NA,La Nina,-1.193,0.4564805,-0.58,10.493,NA,-21.7387,-163.8282,-1.07594,NA,La Nina,-1.165,0.72604054,-1.08,12.049,11.136,63.5586,-43.6681,-2.07503,0.159414,La Nina,-1.217,1.2667713,-1.45,13.274,12.212,57.4057,-42.943,-1.72113,1.502561,La Nina,-1.32616,NA,-1.753076923,NA,-0.700615385,-0.834958333,0.433884615,-0.702521739,0.66051114,-0.27467245,0.5528608,-0.47198164,0.13033368,-0.2444331,NA,NA,APR,2008
-1.355,1.1353092,-0.77,10.374,NA,16.4288,-31.9498,-2.22787,NA,La Nina,-1.02,0.5546165,-1,10.322,NA,-38.7029,-99.0036,1.57984,NA,La Nina,-1.193,0.4564805,-0.58,10.493,NA,-21.7387,-163.8282,-1.07594,NA,La Nina,-1.165,0.72604054,-1.08,12.049,11.136,63.5586,-43.6681,-2.07503,0.159414,La Nina,-1.053333333,NA,-1.32616,NA,-1.753076923,NA,-0.700615385,-0.834958333,0.5663821,-0.28074604,0.66051114,-0.27467245,0.5528608,-0.47198164,0.13033368,-0.2444331,MAY,2008
-1.583,1.3732235,-0.71,9.904,8.99,115.7752,-13.8064,-4.47245,2.011075,La Nina,-1.355,1.1353092,-0.77,10.374,NA,16.4288,-31.9498,-2.22787,NA,La Nina,-1.02,0.5546165,-1,10.322,NA,-38.7029,-99.0036,1.57984,NA,La Nina,-1.193,0.4564805,-0.58,10.493,NA,-21.7387,-163.8282,-1.07594,NA,La Nina,-1.311666667,-1.1259,-1.053333333,NA,-1.32616,NA,-1.753076923,NA,0.28270155,-0.23809336,0.5663821,-0.28074604,0.66051114,-0.27467245,0.5528608,-0.47198164,JUN,2008
-0.874,1.3968322,-1.52,9.3,9.331,130.2347,7.7472,-4.22837,-0.312117,La Nina,-1.583,1.3732235,-0.71,9.904,8.99,115.7752,-13.8064,-4.47245,2.011075,La Nina,-1.355,1.1353092,-0.77,10.374,NA,16.4288,-31.9498,-2.22787,NA,La Nina,-1.02,0.5546165,-1,10.322,NA,-38.7029,-99.0036,1.57984,NA,La Nina,-1.683041667,-1.40765,-1.311666667,-1.1259,-1.053333333,NA,-1.32616,NA,0.30127394,-0.21489106,0.28270155,-0.23809336,0.5663821,-0.28074604,0.66051114,-0.27467245,JUL,2008
-0.368,1.7382193,-1.37,9.65,11.526,273.5483,37.2803,-6.30837,-3.025437,La Nina,-0.874,1.3968322,-1.52,9.3,9.331,130.2347,7.7472,-4.22837,-0.312117,La Nina,-1.583,1.3732235,-0.71,9.904,8.99,115.7752,-13.8064,-4.47245,2.011075,La Nina,-1.355,1.1353092,-0.77,10.374,NA,16.4288,-31.9498,-2.22787,NA,La Nina,-1.418043478,-0.767045455,-1.683041667,-1.40765,-1.311666667,-1.1259,-1.053333333,NA,0.22049707,-0.21075602,0.30127394,-0.21489106,0.28270155,-0.23809336,0.5663821,-0.28074604,AUG,2008
0.133,1.280057,-1.34,9.242,12.283,288.121,42.7619,-6.68289,-3.081528,El Nino,-0.368,1.7382193,-1.37,9.65,11.526,273.5483,37.2803,-6.30837,-3.025437,La Nina,-0.874,1.3968322,-1.52,9.3,9.331,130.2347,7.7472,-4.22837,-0.312117,La Nina,-1.583,1.3732235,-0.71,9.904,8.99,115.7752,-13.8064,-4.47245,2.011075,La Nina,-1.80888,-1.408136364,-1.418043478,-0.767045455,-1.683041667,-1.40765,-1.311666667,-1.1259,-0.07878253,-0.22064333,0.22049707,-0.21075602,0.30127394,-0.21489106,0.28270155,-0.23809336,SEP,2008
0.054,1.4274336,-1.67,11.601,11.409,167.3208,48.9607,-4.68589,-3.360594,El Nino,0.133,1.280057,-1.34,9.242,12.283,288.121,42.7619,-6.68289,-3.081528,El Nino,-0.368,1.7382193,-1.37,9.65,11.526,273.5483,37.2803,-6.30837,-3.025437,La Nina,-0.874,1.3968322,-1.52,9.3,9.331,130.2347,7.7472,-4.22837,-0.312117,La Nina,-0.279869565,-2.295590909,-1.80888,-1.408136364,-1.418043478,-0.767045455,-1.683041667,-1.40765,0.36875138,-0.17820077,-0.07878253,-0.22064333,0.22049707,-0.21075602,0.30127394,-0.21489106,OCT,2008
-0.266,2.1428204,-1.7,11.691,14.703,182.9806,16.3969,-4.88441,-1.549057,La Nina,0.054,1.4274336,-1.67,11.601,11.409,167.3208,48.9607,-4.68589,-3.360594,El Nino,0.133,1.280057,-1.34,9.242,12.283,288.121,42.7619,-6.68289,-3.081528,El Nino,-0.368,1.7382193,-1.37,9.65,11.526,273.5483,37.2803,-6.30837,-3.025437,La Nina,-0.807458333,1.504227273,-0.279869565,-2.295590909,-1.80888,-1.408136364,-1.418043478,-0.767045455,0.18053518,-0.05783364,0.36875138,-0.17820077,-0.07878253,-0.22064333,0.22049707,-0.21075602,NOV,2008
-0.551,2.2279646,-1.55,12.943,12.001,105.7112,32.7004,-2.39485,-2.869777,La Nina,-0.266,2.1428204,-1.7,11.691,14.703,182.9806,16.3969,-4.88441,-1.549057,La Nina,0.054,1.4274336,-1.67,11.601,11.409,167.3208,48.9607,-4.68589,-3.360594,El Nino,0.133,1.280057,-1.34,9.242,12.283,288.121,42.7619,-6.68289,-3.081528,El Nino,-0.19272,-1.605590909,-0.807458333,1.504227273,-0.279869565,-2.295590909,-1.80888,-1.408136364,0.11134222,0.16865297,0.18053518,-0.05783364,0.36875138,-0.17820077,-0.07878253,-0.22064333,DEC,2008
-0.692,1.767212,-1.76,11.854,12.943,113.2343,-16.1913,-3.05457,-0.195547,La Nina,-0.551,2.2279646,-1.55,12.943,12.001,105.7112,32.7004,-2.39485,-2.869777,La Nina,-0.266,2.1428204,-1.7,11.691,14.703,182.9806,16.3969,-4.88441,-1.549057,La Nina,0.054,1.4274336,-1.67,11.601,11.409,167.3208,48.9607,-4.68589,-3.360594,El Nino,-0.986115385,0.028478261,-0.19272,-1.605590909,-0.807458333,1.504227273,-0.279869565,-2.295590909,0.7900208,-0.29455045,0.11134222,0.16865297,0.18053518,-0.05783364,0.36875138,-0.17820077,JAN,2009
-0.597,1.9692951,-1.25,12.803,12.332,13.0659,-75.6299,-1.0675,2.964575,La Nina,-0.692,1.767212,-1.76,11.854,12.943,113.2343,-16.1913,-3.05457,-0.195547,La Nina,-0.551,2.2279646,-1.55,12.943,12.001,105.7112,32.7004,-2.39485,-2.869777,La Nina,-0.266,2.1428204,-1.7,11.691,14.703,182.9806,16.3969,-4.88441,-1.549057,La Nina,0.053384615,0.361041667,-0.986115385,0.028478261,-0.19272,-1.605590909,-0.807458333,1.504227273,0.3639837,-0.18100533,0.7900208,-0.29455045,0.11134222,0.16865297,0.18053518,-0.05783364,FEB,2009
-0.663,0.45031145,-0.87,11.521,10.66,30.4274,-50.8548,-1.48116,1.408,La Nina,-0.597,1.9692951,-1.25,12.803,12.332,13.0659,-75.6299,-1.0675,2.964575,La Nina,-0.692,1.767212,-1.76,11.854,12.943,113.2343,-16.1913,-3.05457,-0.195547,La Nina,-0.551,2.2279646,-1.55,12.943,12.001,105.7112,32.7004,-2.39485,-2.869777,La Nina,-0.725076923,-0.401,0.053384615,0.361041667,-0.986115385,0.028478261,-0.19272,-1.605590909,-0.13198921,-0.43533164,0.3639837,-0.18100533,0.7900208,-0.29455045,0.11134222,0.16865297,MAR,2009
-0.726,0.72193635,-1.4,10.93,9.327,52.4224,-35.1876,-3.62911,0.513324,La Nina,-0.663,0.45031145,-0.87,11.521,10.66,30.4274,-50.8548,-1.48116,1.408,La Nina,-0.597,1.9692951,-1.25,12.803,12.332,13.0659,-75.6299,-1.0675,2.964575,La Nina,-0.692,1.767212,-1.76,11.854,12.943,113.2343,-16.1913,-3.05457,-0.195547,La Nina,-0.71816,-1.029333333,-0.725076923,-0.401,0.053384615,0.361041667,-0.986115385,0.028478261,0.53301114,-0.38218355,-0.13198921,-0.43533164,0.3639837,-0.18100533,0.7900208,-0.29455045,APR,2009
-0.677,0.9129716,-1.55,10.497,8.989,-68.779,-51.4027,2.17288,1.243049,La Nina,-0.726,0.72193635,-1.4,10.93,9.327,52.4224,-35.1876,-3.62911,0.513324,La Nina,-0.663,0.45031145,-0.87,11.521,10.66,30.4274,-50.8548,-1.48116,1.408,La Nina,-0.597,1.9692951,-1.25,12.803,12.332,13.0659,-75.6299,-1.0675,2.964575,La Nina,-0.930333333,-1.149736842,-0.71816,-1.029333333,-0.725076923,-0.401,0.053384615,0.361041667,0.62426823,-0.2968229,0.53301114,-0.38218355,-0.13198921,-0.43533164,0.3639837,-0.18100533,MAY,2009
-0.678,0.33323184,-1.59,10.323,9.344,109.9466,-22.6698,-4.51882,1.356662,La Nina,-0.677,0.9129716,-1.55,10.497,8.989,-68.779,-51.4027,2.17288,1.243049,La Nina,-0.726,0.72193635,-1.4,10.93,9.327,52.4224,-35.1876,-3.62911,0.513324,La Nina,-0.663,0.45031145,-0.87,11.521,10.66,30.4274,-50.8548,-1.48116,1.408,La Nina,-0.892666667,-0.7719,-0.930333333,-1.149736842,-0.71816,-1.029333333,-0.725076923,-0.401,0.12855712,-0.17050077,0.62426823,-0.2968229,0.53301114,-0.38218355,-0.13198921,-0.43533164,JUN,2009
-0.109,0.417697,-1.65,9.141,9.634,170.7162,30.4379,-5.80819,-1.937552,La Nina,-0.678,0.33323184,-1.59,10.323,9.344,109.9466,-22.6698,-4.51882,1.356662,La Nina,-0.677,0.9129716,-1.55,10.497,8.989,-68.779,-51.4027,2.17288,1.243049,La Nina,-0.726,0.72193635,-1.4,10.93,9.327,52.4224,-35.1876,-3.62911,0.513324,La Nina,-1.842041667,-1.10465,-0.892666667,-0.7719,-0.930333333,-1.149736842,-0.71816,-1.029333333,0.115707286,-0.1963855,0.12855712,-0.17050077,0.62426823,-0.2968229,0.53301114,-0.38218355,JUL,2009
0.361,0.5557519,-0.88,9.912,10.874,190.2336,3.2407,-4.39315,-1.883737,El Nino,-0.109,0.417697,-1.65,9.141,9.634,170.7162,30.4379,-5.80819,-1.937552,La Nina,-0.678,0.33323184,-1.59,10.323,9.344,109.9466,-22.6698,-4.51882,1.356662,La Nina,-0.677,0.9129716,-1.55,10.497,8.989,-68.779,-51.4027,2.17288,1.243049,La Nina,-1.156043478,-1.419045455,-1.842041667,-1.10465,-0.892666667,-0.7719,-0.930333333,-1.149736842,0.20320818,-0.1348801,0.115707286,-0.1963855,0.12855712,-0.17050077,0.62426823,-0.2968229,AUG,2009
0.819,0.36956972,-0.31,11.414,13.457,171.9553,37.1074,-4.77014,-2.28637,El Nino,0.361,0.5557519,-0.88,9.912,10.874,190.2336,3.2407,-4.39315,-1.883737,El Nino,-0.109,0.417697,-1.65,9.141,9.634,170.7162,30.4379,-5.80819,-1.937552,La Nina,-0.678,0.33323184,-1.59,10.323,9.344,109.9466,-22.6698,-4.51882,1.356662,La Nina,0.36312,-0.234136364,-1.156043478,-1.419045455,-1.842041667,-1.10465,-0.892666667,-0.7719,-0.3028714,-0.12686184,0.20320818,-0.1348801,0.115707286,-0.1963855,0.12855712,-0.17050077,SEP,2009
1.035,0.5609071,-0.53,11.086,11.874,146.651,43.2202,-4.53831,-3.049328,El Nino,0.819,0.36956972,-0.31,11.414,13.457,171.9553,37.1074,-4.77014,-2.28637,El Nino,0.361,0.5557519,-0.88,9.912,10.874,190.2336,3.2407,-4.39315,-1.883737,El Nino,-0.109,0.417697,-1.65,9.141,9.634,170.7162,30.4379,-5.80819,-1.937552,La Nina,-0.794869565,-1.830590909,0.36312,-0.234136364,-1.156043478,-1.419045455,-1.842041667,-1.10465,-0.28255695,-0.27190354,-0.3028714,-0.12686184,0.20320818,-0.1348801,0.115707286,-0.1963855,OCT,2009
