"month","year","NPGO","upwell39","upwell45","PDO","SST39","SST45","MEI"
2,2006,-1.0694346,-0.456047534425112,-0.301086296583486,0.612709124920731,-0.058514089738469,-0.899113532118316,-0.620367530304558
2,2007,-0.13701057,-0.574934969948206,-0.416288709593725,0.0270632563436173,-0.649631840975677,-1.38551544953777,0.483147336301007
2,2008,1.1353947,-0.680239617545251,0.00571723806278752,-0.738054733249063,-1.15303024677528,NA,-1.73084463581615
2,2009,0.9085357,-1.39263619334552,-0.240489285639931,-1.4748350195235,-1.05661799323124,-1.71773494098097,-0.940630519981883
2,2010,1.8397684,-1.49846756483727,-0.945855047785078,0.763843542618051,0.15011570481584,-0.563403117822831,1.63075638264476
2,2011,0.54944885,-0.359733144034074,-0.236880904375048,-0.794730139885558,-1.16725500549489,NA,-1.93158919093998
2,2012,0.862434,-0.161360564590669,-0.538643336749126,-0.813621942097723,-1.19333372981418,-1.61475271683833,-0.923224922716811
2,2013,1.2033246,0.391127653194591,-0.055067089761582,-0.416894095642259,-1.57345089337714,-1.53213420933407,-0.218878420056897
2,2014,-0.26724356,-1.07975216705346,-0.867451542272726,0.348223893950422,-0.153345814535882,-1.58682533401999,-0.440509691898814
2,2015,-1.2726712,-1.31063698791507,-0.3484141846996,2.16183690631826,NA,0.191799859223166,0.398440096277657
2,2016,0.22969097,-0.735258018521585,-0.934655270228799,1.64231234548372,1.09922321716328,-0.30565664722855,2.37803669189185
2,2017,-0.670608,-1.53987224330961,-0.687991845215445,0.650492729345061,NA,-0.86187702169386,-0.189869091281777
2,2018,-2.2327564,0.379681023285966,0.405642575565968,0.338777992844339,NA,-1.05096867619305,-0.98820581917308
2,2019,-2.57199,-1.07175516062033,0.197814496302061,0.423791102799081,0.354003913130279,NA,NA
3,1999,1.9742975,-0.781929935940997,-2.13119120696209,-0.322435084581434,NA,-1.50362500604034,-1.24232753924313
3,2000,2.1492677,0.489423528713337,-0.240767729651953,0.263210783995679,-1.21309033914698,-1.19816925646473,-1.4047797803838
3,2001,2.388775,0.399196561619699,0.141821936793667,0.414345201692999,-1.01789503893897,-1.39075183381621,-0.775857532539202
3,2002,1.8982763,-0.074573188136435,-0.371883217949241,-0.416894095642259,-0.866164279263105,-1.55540702834935,-0.276897077607137
3,2003,1.4907115,-0.93450345470479,-1.44872493349654,1.41561071893774,-0.139911320189582,-0.811840460810998,0.823136669545414
3,2004,0.38293236,0.0993276319449471,-0.0542228981433157,0.565479619390319,-0.61011862231009,-0.864786124070772,-0.181746479224744
3,2005,-1.4866191,-0.686648927667194,-0.073253280710409,1.2739222023465,0.831323594610591,NA,1.0865413748235
3,2006,-0.70992726,-1.11723400661474,-1.3309684295033,0.0365091574496997,-0.358024287223632,-1.01955037052242,-0.744527457462072
3,2007,-0.54937637,0.151449887570066,0.243424891125839,-0.350772787899682,-0.822699738730957,-1.10565980087897,0.00507359808702935
3,2008,1.3742118,0.150365505202709,0.235350014777206,-0.681379326612569,-1.52603503097844,-1.71715312050558,-1.94087217614802
3,2009,0.33069035,0.101634348175894,0.123169984952004,-1.51261862394783,-1.19649478730743,-1.51177049269569,-0.958036117246955
3,2010,1.6540684,-0.538725628430958,-0.271980037745002,0.404899300586916,-0.0822220209378218,-0.641367061524036,1.55649250098045
3,2011,1.2026043,-1.45607716021912,-1.83997041175224,-0.662487524400404,NA,NA,-1.94319292245003
3,2012,1.1165134,-1.33436464526711,-1.55362618371657,-1.00253996421937,-1.54184031844467,-1.86086277792497,-0.583235589472405
3,2013,0.6419875,-0.0573785792181103,0.166512326732404,-0.605812117763909,-1.76074354985204,-1.61533453731371,-0.170142747714696
3,2014,-0.4540174,-0.329793489003188,-0.566920591824545,0.905532059209288,-0.087753871551004,-0.966604707262643,-0.119086329070484
3,2015,-1.3949461,-0.180851020834177,0.0960799138914779,1.87845987313578,0.55473106395147,-0.394093359486633,0.572496068928377
3,2016,0.47342202,-0.879366331834729,-1.61916810718271,2.25629591737908,0.908769503195146,-0.224783601150435,2.13783944963385
3,2017,-0.89422476,-0.661448115549323,-0.544061604092151,0.688276333769391,NA,-0.902022634495228,-0.232802897868955
3,2018,-2.0429688,-0.705412839363876,-0.0736722123830418,-0.057949853611125,NA,-1.19235105171091,-0.722480367592981
3,2019,-1.9929292,-0.730310994259709,0.257695146741959,0.338777992844339,0.102699842417134,NA,NA
4,1999,1.6464381,1.71956293878103,0.878727811573289,-0.398002293430094,NA,NA,-1.1611014186728
4,2000,2.3652706,-0.544295524600066,0.329877959894823,0.319886190632174,-0.594313334843853,-0.779258514189599,-0.600641186737477
4,2001,2.2039413,0.277887032250627,0.210101471159825,-0.303543282369269,-1.51181027225883,-1.18362374458018,-0.197991703338811
4,2002,0.89742213,0.516458677696267,0.635914507853436,-0.312989183475352,-1.11509755685631,-1.28311504587052,0.325336587764354
4,2003,1.1017216,-0.826262530412171,-0.206490006117463,1.10389598243702,-0.369878252823309,-0.648348907228621,0.339261065576412
4,2004,0.1252492,-0.215491895642742,0.223898371955507,0.527696014965989,-0.322462390424602,-0.488930096973919,0.275440542271148
4,2005,-1.6856388,-0.0821019955520489,0.0317378309862293,0.962207465845783,0.0868945549508988,-0.245147317788809,0.586420546740434
4,2006,-0.56588894,-0.166594360750774,0.347118706857376,0.367115696162587,0.107441428657005,-0.506966531710765,-0.802546115012312
4,2007,0.26062232,0.286176663069707,0.374904887947956,0.140414069616607,-1.34980607572991,-0.833367818400137,-0.109803343862446
4,2008,1.3956119,0.271256999734712,0.508144144664211,-1.44649731620525,-2.00335471245875,-1.5181705179249,-1.13557320935069
4,2009,0.41563612,0.609710544870937,0.795330033008945,-1.56929403058432,-2.1274262190687,-1.34071527293335,-0.26297259979508
4,2010,1.1788223,-0.00329323199811483,0.0831284703686616,0.726059938193721,-0.61960179478983,-0.543621221659839,0.994871895894124
4,2011,0.59585685,0.137985821537746,0.127944034103578,-0.407448194536177,NA,NA,-1.74941060623223
4,2012,1.9264089,-0.357303525561029,-0.129188885761798,-0.26575967794494,-0.727868013933544,-1.12311441514043,-0.0123319991780427
4,2013,0.4757454,1.5222128725491,0.454109552822171,-0.161854765778032,-1.4430572717807,-1.01605944767012,-0.0355394621981387
4,2014,-0.6174035,0.0696973226934919,0.194463042920998,1.05666647690661,-0.0269035148059972,-0.601221448722669,0.202337033757845
4,2015,-1.3779455,0.631411569332867,0.562621715616285,1.34948941119516,-0.663066335321979,-0.732712876159029,0.922928760531827
4,2016,-0.39984828,0.150572850481895,0.283471468327582,2.4641057417129,0.135890946096228,0.377400590870063,2.28984833241548
4,2017,-0.11263396,-0.459095008387346,-0.543545217015311,1.04722057580052,NA,-0.688494520029987,0.723344578559001
4,2018,-2.0587792,-0.22810484274679,-0.256979499424625,0.0931845640861946,NA,-0.803113153680266,-0.641254247022645
4,2019,-2.1538644,0.780558874572041,0.367640030543386,0.999991070270113,-0.557961173671512,NA,NA
5,1999,1.6045933,2.06820399289663,0.90474713884213,-0.653041623294321,NA,NA,-0.831555443787432
5,2000,2.220292,0.656845644889823,0.460923837189106,-0.057949853611125,-0.603796507323595,0.216818139664597,0.151280615113634
5,2001,1.9538953,1.79840263691291,1.03010769567277,-0.294097381263187,-1.18068949984119,-0.466239098434016,0.187252182794783
5,2002,1.102573,1.38729463709408,0.634248906399706,-0.605812117763909,-0.936497808487853,-0.373147822372876,0.888117566001683
5,2003,0.9192588,1.40936938470035,0.749842406681376,0.829964850360628,-1.10403385562995,0.42278258794987,0.108346808526457
5,2004,0.20735337,-0.0976386783065577,0.55197756042945,0.820518949254545,0.105860899910381,1.19485835878195,0.507515172472108
5,2005,-0.78952825,-0.194286660497577,0.208462448452696,1.74621725765063,0.865304962662998,0.910929966795471,0.886957192850678
5,2006,-0.12194259,0.74779163190322,0.95546318432271,0.442682905011246,NA,-0.0135827685867235,-0.0877562539933547
5,2007,0.69161135,0.732081882726164,1.03012541483717,-0.105179359141537,-1.36324057007621,-0.30856574960546,0.2638368107611
5,2008,1.7381006,1.46945854825033,0.88193118336614,-1.30480879961401,-1.72518165305301,-0.23991093351037,-0.540301782885227
5,2009,0.55442005,0.772889607451172,0.451107420110735,-0.841959645415971,-1.51734212287201,-0.621003344885661,0.238308601438994
5,2010,1.8660235,0.248617905098399,0.264477789743891,0.574925520496401,-1.34269369637011,0.0230719213623496,0.623552487572588
5,2011,1.3947862,0.279588434037498,0.429077436141407,-0.360218689005764,NA,NA,-0.370887302838526
5,2012,1.6274147,1.46715015988003,0.735905018225082,-1.2009038874471,-1.43357409930096,-0.316711236260811,0.738429429522063
5,2013,0.85171235,0.72004331548825,0.527997202721368,0.0648468607679472,-0.728658278306855,-0.120055915581652,0.0979034501674134
5,2014,0.22783034,0.829319294037451,0.428159836556335,1.68954185101413,-0.157297136402441,0.859147944486463,1.02156047836723
5,2015,-0.71954143,0.857927090077435,0.961313039884369,1.12278778464918,-1.01631451019234,0.430346254129837,1.69689765225203
5,2016,-0.6819283,0.941104317678741,0.932932001131742,2.20906641184867,-0.198390883814653,0.791656769342136,1.89300071477184
5,2017,-0.45770928,1.40979996058253,0.665862427000986,0.820518949254545,NA,0.170272501634027,1.53676615741337
5,2018,-1.9215388,1.09646027631807,0.78431124406048,0.0931845640861946,NA,0.458273636948179,0.399600469428662
5,2019,-2.1198764,0.391834968138912,0.736180930927904,0.962207465845783,0.269445625185919,NA,NA
6,1999,1.9053233,1.89137692895577,0.691442572123593,-1.23868749187144,NA,NA,-0.533339543979198
6,2000,2.1020663,0.87823104211388,1.06262615931312,-0.426339996748342,-0.173102423868676,0.145254221192596,-0.138812672637566
6,2001,2.349303,1.99935365523136,0.90422822045609,-0.454677700066589,-1.03132953328527,0.905693582517033,-0.0796336419363211
6,2002,1.6053913,2.93486211213277,0.799535803245075,-0.341326886793599,-1.23916906346626,1.05696690611638,0.941494730947903
6,2003,0.77769154,2.07992819793707,1.17791590249076,0.631600927132896,-1.20913901728042,0.798056794571339,-0.0158131186310571
6,2004,0.7764751,0.75614396794786,0.922720699818141,0.0270632563436173,-0.973640234033506,1.74816963087035,0.225544496777941
6,2005,-1.2838289,0.830602660987253,0.647362353711334,1.09445008133094,-0.667807921561848,2.01406158811998,0.543486740153257
6,2006,-0.12747487,0.79110923778999,1.18763866112873,0.971653366951865,NA,1.16227641216055,0.470383231639954
6,2007,1.2322547,0.930820660686842,0.589267541912176,0.0742927618740297,-0.857471371156675,1.22918576682949,-0.319830884194315
6,2008,1.2784121,1.59129647365346,0.951309305925184,-1.27647109629577,-2.0468192529909,0.198199884452369,0.0247999416541109
6,2009,0.36989138,0.620070284203183,0.879742866562568,-0.303543282369269,-0.331945562904344,0.878929840649454,0.731467190616034
6,2010,1.2382042,1.52504380446573,0.600644511112469,-0.218530172414527,-1.29211677647815,0.892311711583244,-0.404538124217665
6,2011,1.1129413,1.27071475387161,0.598180281606075,-0.662487524400404,NA,NA,-0.143454165241585
6,2012,1.938326,1.6463533338348,0.431242971162177,-0.832513744309888,-0.980752613393312,1.36067719426585,0.837061147357471
6,2013,0.7259233,1.4051263311041,0.64322872578741,-0.747500634355146,-0.626714174149636,1.30249514672764,-0.249048121983022
6,2014,-0.41683558,2.42369078550407,0.870927582272877,0.763843542618051,-0.715223783960555,0.927802760581553,1.07377727016245
6,2015,-1.2491977,1.21555756532937,1.30154504382847,1.44394842225599,-0.0387574804056743,0.346564105674811,2.2933294518685
6,2016,-0.9577713,1.25130874066519,0.847542082226842,1.90679757645403,-0.157297136402441,1.34380440047977,1.08189988221948
6,2017,-0.2945526,1.33551433396568,0.662964077966759,0.735505839299803,NA,1.36125901474124,1.06565465810542
6,2018,-1.934415,1.93973352676857,0.632916172105801,-0.0485039525050426,-0.517657690632611,1.79180616652401,0.404241962032681
6,2019,-1.9872847,1.92251049148132,0.897643019571773,1.01888287248228,-0.471822356980528,NA,NA
7,1999,1.3811213,1.12013024486259,1.21765239431548,-0.634149821082156,NA,NA,-0.694631411968865
7,2000,1.655785,1.12210086108453,0.955873256413142,-0.634149821082156,-0.534253242472159,0.471073687406586,-0.324472376798334
7,2001,1.5004872,1.67833383494026,1.54126635336028,-1.24813339297752,-0.952303095954089,0.0696175593929196,0.204657780059855
7,2002,1.3822964,0.964662252886931,1.35277241376748,-0.303543282369269,-0.652792898468926,0.54089214445244,0.686212637726847
7,2003,1.2024409,1.54870624838319,1.0700530205065,0.896086158103205,-1.17278685610807,1.11223985127769,0.065413001939279
7,2004,0.41156805,0.0164672747501398,0.920975362124604,0.404899300586916,1.16481516014816,1.57478712920647,0.52260002343517
7,2005,-1.6634296,0.504362421650837,1.18183436913267,0.612709124920731,0.026044198205892,1.42700472845942,0.462260619582921
7,2006,-0.49903283,0.737968649301771,1.22528176024488,0.319886190632174,NA,0.453619073145122,0.690854130330866
7,2007,1.2293291,0.42315079385343,0.767551445845965,0.726059938193721,NA,2.46380881559036,-0.427745587237761
7,2008,1.4275373,0.581322635155251,1.02976470327614,-1.58818583279649,-0.184956389468353,-0.310893031506989,-0.0378602085001483
7,2009,0.55998987,0.408508705650249,0.957109800957439,-0.511353106703084,-0.587991219857359,-0.0356919466512444,1.09002249427652
7,2010,1.1456281,0.819975379359283,1.1732570279078,-1.00253996421937,-0.711272462093997,0.330273132364111,-1.41986463134687
7,2011,1.0354089,1.0243057913006,0.887707630960993,-1.76765795381205,1.60025082984295,1.65740563671074,-0.363925063932497
7,2012,1.8605661,1.69929326560123,1.0229200431988,-1.44649731620525,-0.594313334843853,1.94889769487718,1.16660712224283
7,2013,0.4508211,1.59523770609734,1.47574974298613,-1.19145798634102,-0.383312747169609,-0.110746787975538,-0.504330215204078
7,2014,-0.13326053,1.02690345977814,1.08999847134947,0.650492729345061,1.03442153855172,0.519364786863302,0.921768387380822
7,2015,-1.4735073,0.264723951300996,0.938351534129367,1.72732545543846,1.60815347357607,1.8377699840792,2.15872616635194
7,2016,-0.48643932,1.60143549059173,0.852322459651417,1.1700172901796,NA,1.85522459834066,0.268478303365119
7,2017,-0.44498774,1.90375577655105,0.980200403481651,0.0837386629801121,NA,0.890566250157097,0.389157111069618
7,2018,-1.5719998,1.1279307749223,0.954145637884006,0.0931845640861946,1.06287105599094,0.891148070632479,-0.0517846863122059
7,2019,-2.219051,1.36384121059516,0.585347809615668,0.962207465845783,0.0220928763393325,NA,NA
8,1999,1.4334654,0.337497127877327,0.903547298281236,-0.917526854264631,NA,NA,-0.997488804381118
8,2000,1.3516272,1.42669609262719,1.06651551589922,-1.13478257970453,-0.783976784438679,0.455364534571268,-0.308227152684267
8,2001,1.9150242,0.92284371992589,0.717234081564417,-0.738054733249063,0.365067614356643,1.01682129331502,0.245270840345023
8,2002,0.8118436,0.870045083934393,1.09368912016336,0.556033718284236,0.139842267962787,-0.217219934970467,1.02272085151824
8,2003,0.78228796,0.488242998333454,0.98605152469791,0.820518949254545,1.20274785006713,0.682274519970297,0.218582257871913
8,2004,0.68538326,-0.207696382001078,0.61812699810364,0.792181245936298,1.549673909951,1.32111340193987,0.575977188381391
8,2005,-1.1301204,0.281134326864979,1.1018412014426,0.225427179571349,-0.0134690204596974,0.27790928957972,0.258034945006076
8,2006,-0.3666344,0.74797556723153,1.20215065677347,-0.624703919976074,NA,-0.0356919466512444,0.72798607116302
8,2007,1.4400573,0.186404288506433,0.784682080858309,0.461574707223411,1.84918410743616,1.56955074492804,-0.652857978532693
8,2008,2.1438272,0.712249473985934,0.617619470609001,-1.61652353611473,-0.113832595870294,1.60853271677864,-0.452113423408862
8,2009,0.7177649,0.297769605171306,0.714697709745818,0.0742927618740297,0.478865684113539,1.17973102642201,1.07841876276647
8,2010,1.0779035,0.481945721547845,0.801907639965661,-1.21034978855319,-0.669388450308472,0.42045530604834,-2.07895658111759
8,2011,1.036257,0.835514570322814,0.840326585351675,-1.65430714053906,-0.15255555016257,0.33260041426564,-0.739885964858053
8,2012,1.7305455,1.17678734240023,1.05288441585615,-1.83377926155463,-0.407810942742274,0.595001448662978,0.564373456871343
8,2013,0.5613921,0.129127663340252,0.627437153341971,-0.993094063113291,1.05812946975107,0.692165468051792,-0.69811253142188
8,2014,-0.54494685,0.710705253297801,1.02868256859305,0.622155026026813,1.40663605838157,-0.114237710827831,0.947296596702927
8,2015,-1.9276433,-0.0294538521018969,0.686061008763971,1.46284022446815,NA,1.55616887399425,2.56833788865663
8,2016,-0.5436331,0.722901001634454,0.997433556516603,0.480466509435576,NA,0.396018846082291,0.053809270429231
8,2017,-0.53107786,0.660907271366786,0.884243534320521,0.0742927618740297,NA,0.104526787915847,-0.129529687429528
8,2018,-2.1246452,0.631786964616555,0.771401567139467,0.159305871828772,0.277348268919037,1.40896829372257,0.013196210144063
8,2019,-1.9868903,0.574782898164143,0.597150038761595,0.348223893950422,0.557101857071405,NA,NA
9,1999,1.3049656,0.53642485758436,1.11278278546045,-1.45594321731133,NA,NA,-1.26205388281021
9,2000,1.3801795,0.16578346606349,0.618277611001052,-1.18201208523494,0.941170342500929,0.49143740404496,-0.416141855727713
9,2001,1.8929954,0.147835558368767,0.858793751621725,-1.30480879961401,0.979893296793206,0.276163828153574,-0.341877974063406
9,2002,0.8244111,-0.0976980392534214,0.761693996356706,0.395453399480834,0.459109074780744,0.0416901765745776,0.882315700246659
9,2003,0.8692253,0.565049375017827,0.933109192775756,-0.00127444697463017,0.391146338675933,-0.178819783595247,0.393798603673638
9,2004,0.3764023,0.262822728862006,0.545499940186142,0.697722234875473,0.516008109659193,1.84882457311145,0.507515172472108
9,2005,-1.5725517,0.201030491385805,0.89493072176376,-0.445231798960507,0.312910165718067,0.0888176350805304,0.20349740690885
9,2006,-0.3395717,0.498668787169956,0.81234169648888,-0.898635052052466,-0.196810355068029,0.840529689274235,0.78832547501527
9,2007,0.90904045,-0.0499868872290551,0.668448159348989,-0.350772787899682,1.35210781662305,0.666565367134979,-1.52893970754132
9,2008,2.2271197,0.066223453197448,0.823965468336192,-1.4748350195235,0.880319985755922,0.0323810489684636,-0.812989473371355
9,2009,0.9844563,0.0515429057892566,0.445457537975892,0.480466509435576,1.20827970068031,1.72838773470736,0.680410771971823
9,2010,1.0036749,0.109026040164949,0.281097100297795,-1.53151042615999,0.124036980496551,1.16925825786513,-2.32031419652659
9,2011,1.3281108,0.185099183745103,0.237167494782948,-1.70153664606948,0.15880861292227,0.127799606931133,-1.04274335727031
9,2012,1.3583947,0.568544982325398,1.02608291404445,-2.09826449252494,0.238625314626759,0.253472829613671,0.226704869928946
9,2013,0.38985902,-0.0981670743406129,-0.0705536394483971,-0.464123601172672,1.6437153703751,2.38409941046301,-0.319830884194315
9,2014,-0.77647483,-0.029140325974095,0.487474739389989,1.0094369713762,3.01798511556428,2.14846211793325,0.506354799321103
9,2015,-2.10385,0.332729022525717,0.652317391470723,1.82178446649929,NA,1.96577048866326,2.73659199555233
9,2016,-0.7732773,0.659682429294173,0.65431332877508,0.414345201692999,NA,1.24780402204172,-0.276897077607137
9,2017,-0.5257936,0.088195364233798,0.597843617482449,0.291548487313927,NA,0.838202407372705,-0.694631411968865
9,2018,-2.3284793,0.684022089647682,0.553841869655396,0.0742927618740297,0.771263502238897,1.09769433939313,0.450656888072873
9,2019,-2.5294833,0.317804342772678,0.347919866219239,0.376561597268669,2.12735716684191,NA,NA
10,1999,1.1788208,-0.27419234746398,-0.55678776109615,-2.11715629473711,0.116924601136745,-0.707112775242215,-1.26553500226323
10,2000,1.6981881,-0.0535209537416369,-0.326717067890097,-1.23868749187144,0.27023588955923,-0.254456445394923,-0.593678947831448
10,2001,1.1619115,0.160165913922956,0.387989225203783,-1.30480879961401,-0.0229521929394391,-0.198601679758239,-0.460236035465896
10,2002,0.8236371,0.345592790532007,0.695259786397493,0.386007498374751,0.258381923959553,-0.824058690794023,0.996032269045129
10,2003,1.286991,-0.355761813081918,-0.693167106875251,0.773289443724133,0.27023588955923,0.706710979936346,0.436732410260815
10,2004,0.042904183,-0.481201526641232,0.327073269301003,-0.11462526024762,0.790229847198379,0.665401726184215,0.430930544505791
10,2005,-0.88912165,-0.238837469153701,-0.288037397656462,-1.2575792940836,0.502573615312893,0.440819022686715,-0.34767983981843
10,2006,-1.0490721,-0.00446372954190821,0.78239377734133,-0.057949853611125,1.2209239306533,-0.486602815072391,0.949617343004937
10,2007,1.268781,-0.337644183243345,-0.13341870343533,-1.38037600846267,1.13794617145556,0.156890630700238,-1.55214717056141
10,2008,1.7656263,0.129121810852533,0.205165418219437,-1.67319894275123,0.0141902326062149,0.581037757253807,-0.951073878340926
10,2009,1.1541452,-0.179072700637285,-0.228894623848421,0.244318981783514,0.0908458768174569,0.641547086693548,0.884636446548668
10,2010,1.6059417,-0.33706729516819,-0.571418728273298,-1.01198586532546,-0.132008676456464,0.662492623807304,-2.33539904748965
10,2011,1.204516,-0.211455351256003,0.103944691576495,-1.27647109629577,1.10317453902984,1.46889580268693,-1.22956343458208
10,2012,1.8664464,-0.460160997221872,-0.0133700989613102,-0.756946535461228,1.8452327855696,-0.225947242101199,-0.0599072983692395
10,2013,-0.14750892,0.288829512145747,0.611265884516502,-0.832513744309888,-0.626714174149636,1.34205893905363,-0.00653013342301865
10,2014,0.42525703,-0.747638538256222,-0.515691956230925,1.39671891672558,2.63075557264151,2.27180805871426,0.34854405078445
10,2015,-1.3062118,-0.162550291736968,0.0643752661589901,1.37782711451341,3.38229699166101,1.54860520781428,2.414008259573
10,2016,0.3527754,-1.21177007680889,-1.80719122326426,0.518250113859906,NA,1.00693034523352,-0.586716708925419
10,2017,-1.4104447,0.421110783848533,0.143815342788823,0.0365091574496997,NA,0.780020359834493,-0.799064995559297
10,2018,-2.3381128,-0.0735548552733348,0.215342546858836,0.234873080677432,1.91793710791428,0.589765064384539,0.403081588881676
10,2019,-2.6746197,0.217583834864066,0.277478593796111,-0.435785897854424,1.89739023420818,NA,NA
11,1999,1.3205504,-1.97457078505392,-1.98498278755861,-1.94713007482762,0.621113271309659,-0.487184635547773,-1.34792149598457
11,2000,2.0145948,-0.501648446591954,-0.539859630819821,-0.511353106703084,-0.00477611235326848,-0.694312724783809,-0.967319102454994
11,2001,1.7645249,-1.28480661533258,-2.18395001896723,-1.2009038874471,0.0418494856721272,-0.420275280878828,-0.315189391590296
11,2002,1.6592152,-1.14325500308295,-1.37009867277457,1.41561071893774,0.589502696377188,-0.538966657856782,1.10858846469259
11,2003,-0.11436786,-1.20420281018827,-0.653558446165143,0.480466509435576,0.0473813362853094,-0.122965017958563,0.513317038227132
11,2004,-0.44177726,0.00334516121454187,0.303997854631992,-0.605812117763909,0.731750283573308,-0.280638366787118,0.781363236109241
11,2005,-1.6606414,-0.49193749732684,-0.14285289282447,-1.42760551399308,0.45673828166081,-0.10841950607401,-0.586716708925419
11,2006,-0.99593323,-0.687293537385954,-1.65672134482226,-0.218530172414527,1.0194065154588,-0.252129163493394,1.33602160228954
11,2007,0.72848517,-0.2862016522633,-0.14259596494065,-1.03087766753762,0.169872314148634,-0.469148200810927,-1.48020403519912
11,2008,1.9696127,-0.708355804616842,-0.547121956915191,-1.19145798634102,0.766521915999026,0.226709087746094,-0.822272458579393
11,2009,1.0548407,-0.52428837729794,-1.48464421104735,-0.388556392324012,0.101909578043821,0.07776304604827,1.14456003237374
11,2010,0.9880337,-0.281589891940754,-0.576195308734073,-0.785284238779476,0.217288176547341,0.08067214842518,-1.85384418982266
11,2011,0.37417793,-0.904770308883416,-0.842932015705002,-2.21161530579793,0.189628923481429,0.0370356127715211,-1.22840306143107
11,2012,1.401837,-1.5820318926977,-1.51697409215229,-0.568028513339579,2.20480307542646,0.130708709308043,0.00739434438903896
11,2013,-0.80505604,-0.285557878614214,0.0414960279529949,-0.11462526024762,0.865304962662998,-0.19627439785671,-0.201472822791825
11,2014,0.3118137,-0.852143903244791,-0.536851169835385,1.61397464216547,3.13099292094786,1.07151241800094,0.734948310069049
11,2015,-2.2533169,-0.382359697625274,-0.179953026117181,0.80162714704238,1.04232418228484,0.796311333145193,2.49523438014333
11,2016,1.1604373,-1.20981450984108,-1.50342905662203,1.76510905986279,NA,1.21754935732185,-0.382491034348574
11,2017,-2.057576,-1.20968993545964,-1.68829183316713,0.130968168510525,NA,-0.0426737923558301,-0.470679393824939
11,2018,-1.7539675,-0.390722066506004,-0.213162537169187,-0.057949853611125,0.704091030507395,0.148163323569506,0.66996741361278
